Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2016,1,Córdoba,148,59.484,414.452,65.763,66.455,4.143,1.039,0,611.484
2016,1,Corrientes,29,10.690,47.833,18.375,7.911,526,170,0,85.534
2016,1,Entre Ríos,2.864,17.749,104.137,35.104,14.057,457,165,0,174.533
2016,1,Formosa,1.738,5.731,14.163,3.229,2.906,544,5,0,28.316
2016,1,Jujuy,2.543,8.558,22.383,5.188,1.623,0,0,0,40.295
2016,1,La Pampa,426,11.065,52.117,15,78,71,11,0,63.783
2016,1,La Rioja,10,3.382,9.060,2.980,1.254,2,3,0,16.691
2016,1,Mendoza,235,21,175.376,47,43,5,17,0,175.744
2016,1,Misiones,959,8.502,50.061,19.195,13.363,779,68,0,92.927
2016,1,Neuquén,1.720,1.737,86.310,479,7.893,143,171,0,98.453
2016,1,Río Negro,1.171,6.105,90.038,203,4.246,77,81,0,101.921
2016,1,Salta,1.119,10.765,65.646,17.748,6.643,119,31,0,102.071
2016,1,San Juan,9,309,56.447,0,0,0,2,0,56.767
2016,1,San Luis,8,4,13.645,0,0,1,2,0,13.660
2016,1,Santa Cruz,168,29,32.188,8,0,0,0,0,32.393
2016,1,Santa Fe,6.492,71.565,353.525,64.117,51.293,3.754,1.063,0,551.809
2016,1,Santiago Del Estero,703,7.219,22.805,5.769,1.898,0,0,0,38.394
2016,1,Tierra Del Fuego,16,285,33.003,0,0,0,0,0,33.304
2016,1,Tucumán,106,20.092,84.008,31.490,10.046,871,0,0,146.613
2015,4,Buenos Aires,7.985,100.303,2.253.197,274.560,240.188,3.835,8.180,0,2.888.246
2015,4,Capital Federal,2.417,46.568,916.813,172.029,198.635,3.087,10.899,0,1.350.450
2015,4,Catamarca,15,6.513,14.484,4.106,1.313,39,1,0,26.471
2015,4,Chaco,194,9.593,46.771,18.608,10.092,1.136,159,0,86.553
2015,4,Chubut,625,5.774,71.881,168,0,0,0,0,78.448
2015,4,Córdoba,148,63.746,427.471,62.989,67.151,3.336,1.088,0,625.929
2015,4,Corrientes,29,11.248,48.104,17.877,7.569,456,150,0,85.433
2015,4,Entre Ríos,2.865,18.883,104.224,33.989,13.668,399,163,0,174.191
2015,4,Formosa,1.791,6.081,14.279,2.704,2.713,519,4,0,28.091
2015,4,Jujuy,2.551,8.876,21.867,5.044,1.587,0,0,0,39.925
2015,4,La Pampa,592,12.951,48.798,16,63,49,10,0,62.479
2015,4,La Rioja,10,3.638,9.127,2.937,1.215,2,3,0,16.932
2015,4,Mendoza,241,23,174.719,38,41,5,13,0,175.080
2015,4,Misiones,959,9.169,51.029,17.281,13.690,675,52,0,92.855
2015,4,Neuquén,1.727,2.061,89.678,455,7.934,9,175,0,102.039
2015,4,Río Negro,3.282,4.473,89.062,201,4.024,5,75,0,101.122
2015,4,Salta,1.122,11.387,65.677,17.139,6.507,99,5,0,101.936
2015,4,San Juan,9,386,55.761,0,0,0,2,0,56.158
2015,4,San Luis,8,4,13.473,0,0,1,2,0,13.488
2015,4,Santa Cruz,188,26,32.338,3,0,0,0,0,32.555
2015,4,Santa Fe,6.659,75.770,361.264,60.985,51.258,3.079,1.189,0,560.204
2015,4,Santiago Del Estero,703,7.836,23.074,5.669,1.856,0,0,0,39.138
2015,4,Tierra Del Fuego,16,285,32.662,0,0,0,0,0,32.963
2015,4,Tucumán,107,21.800,83.887,29.942,9.507,837,0,0,146.080
2015,3,Buenos Aires,8.361,107.351,2.266.948,262.564,200.491,2.642,7.720,0,2.856.078
2015,3,Capital Federal,2.448,49.340,942.525,159.618,175.594,2.028,10.022,0,1.341.574
2015,3,Catamarca,15,6.871,14.206,4.143,812,43,1,0,26.091
2015,3,Chaco,240,10.353,47.131,19.016,7.498,979,157,0,85.374
2015,3,Chubut,641,5.886,71.668,167,0,0,0,0,78.362
2015,3,Córdoba,150,68.765,429.787,61.109,59.372,2.582,1.048,0,622.813
2015,3,Corrientes,33,11.921,48.127,18.168,6.111,453,146,0,84.959
2015,3,Entre Ríos,2.863,20.385,103.990,34.788,9.924,384,153,0,172.487
2015,3,Formosa,1.862,6.521,14.354,2.791,1.842,379,2,0,27.751
2015,3,Jujuy,2.549,9.278,21.588,5.169,966,0,0,0,39.550
2015,3,La Pampa,613,13.087,47.660,9,55,39,10,0,61.473
2015,3,La Rioja,10,3.840,9.102,2.984,832,0,3,0,16.771
2015,3,Mendoza,256,25,173.430,45,18,5,13,0,173.792
2015,3,Misiones,958,9.809,51.234,17.367,11.654,559,43,0,91.624
2015,3,Neuquén,1.733,2.124,85.044,210,6.599,2,155,0,95.867
2015,3,Río Negro,3.372,4.457,88.691,99,3.826,1,62,0,100.508
2015,3,Salta,1.126,12.223,65.405,17.451,4.318,61,5,0,100.589
2015,3,San Juan,9,391,54.963,0,0,0,2,0,55.365
2015,3,San Luis,9,4,13.286,0,0,1,2,0,13.302
2015,3,Santa Cruz,190,25,32.266,2,0,0,0,0,32.483
2015,3,Santa Fe,6.767,80.817,363.177,59.531,42.021,2.320,1.133,0,555.766
2015,3,Santiago Del Estero,703,8.332,23.158,5.956,1.249,0,0,0,39.398
2015,3,Tierra Del Fuego,15,285,36.408,2,0,0,0,0,36.710
2015,3,Tucumán,107,23.687,83.654,29.998,6.232,623,0,0,144.301
2015,2,Buenos Aires,8.714,137.189,2.299.705,243.503,159.922,2.010,6.712,0,2.857.754
2015,2,Capital Federal,2.493,51.799,990.112,148.569,142.976,1.482,9.258,0,1.346.690
2015,2,Catamarca,15,7.253,14.003,3.776,593,37,1,0,25.678
2015,2,Chaco,288,11.058,47.551,17.675,6.337,788,149,0,83.846
2015,2,Chubut,656,6.032,55.791,168,0,0,0,0,62.647
2015,2,Córdoba,156,72.695,434.717,54.993,46.415,1.956,903,0,611.835
2015,2,Corrientes,34,12.542,48.015,17.184,5.039,379,126,0,83.319
2015,2,Entre Ríos,2.864,21.986,104.043,32.293,7.867,354,136,0,169.543
2015,2,Formosa,1.881,6.907,14.247,2.436,1.324,257,1,0,27.053
2015,2,Jujuy,2.479,9.474,20.248,4.792,730,0,0,0,37.723
2015,2,La Pampa,5.737,8.182,46.235,27,24,25,10,0,60.240
2015,2,La Rioja,10,4.082,9.093,2.680,641,0,3,0,16.509
2015,2,Mendoza,268,26,170.451,42,16,5,13,0,170.821
2015,2,Misiones,958,10.360,51.671,15.022,10.072,408,33,0,88.524
2015,2,Neuquén,1.755,2.348,82.727,214,5.168,2,110,0,92.324
2015,2,Río Negro,3.413,4.525,87.362,97,3.240,1,51,0,98.689
2015,2,Salta,1.123,13.020,64.737,16.241,3.114,29,5,0,98.269
2015,2,San Juan,8,410,51.568,0,0,0,2,0,51.988
2015,2,San Luis,9,4,13.204,0,0,1,2,0,13.220
2015,2,Santa Cruz,210,25,25.519,2,0,0,0,0,25.756
2015,2,Santa Fe,6.827,86.016,364.441,53.205,33.894,1.856,1.014,0,547.253
2015,2,Santiago Del Estero,703,8.779,23.456,5.553,888,0,0,0,39.379
2015,2,Tierra Del Fuego,15,285,36.073,2,0,0,0,0,36.375
2015,2,Tucumán,107,25.178,83.462,26.966,4.502,455,0,0,140.670
2015,1,Buenos Aires,8.882,123.589,2.267.852,220.070,126.958,1.561,5.700,0,2.754.612
2015,1,Capital Federal,2.545,59.084,1.013.510,134.151,114.569,1.195,8.401,0,1.333.455
2015,1,Catamarca,13,7.634,13.754,3.202,517,9,1,0,25.130
2015,1,Chaco,26,12.053,47.425,15.883,5.346,489,135,0,81.357
2015,1,Chubut,651,6.176,57.333,102,0,0,0,0,64.262
2015,1,Córdoba,157,78.427,432.802,46.574,37.443,1.615,815,0,597.833
2015,1,Corrientes,36,13.295,47.842,15.554,4.424,235,98,0,81.484
2015,1,Entre Ríos,2.867,23.951,104.168,28.113,6.926,274,119,0,166.418
2015,1,Formosa,1.891,7.336,14.413,2.024,878,157,1,0,26.700
2015,1,Jujuy,2.458,9.754,19.858,3.939,603,0,0,0,36.612
2015,1,La Pampa,6.059,8.054,45.038,26,10,13,10,0,59.210
2015,1,La Rioja,11,4.201,9.379,2.207,533,0,3,0,16.334
2015,1,Mendoza,287,24,169.763,38,16,6,11,0,170.145
2015,1,Misiones,958,11.136,51.906,12.387,8.543,194,26,0,85.150
2015,1,Neuquén,1.895,2.577,80.787,170,4.067,2,76,0,89.574
2015,1,Río Negro,3.371,4.913,86.173,94,2.632,2,42,0,97.227
2015,1,Salta,1.123,14.151,64.992,13.955,2.569,15,5,0,96.810
2015,1,San Juan,8,445,51.346,0,0,0,2,0,51.801
2015,1,San Luis,10,8,12.720,0,1,0,2,0,12.741
2015,1,Santa Cruz,205,27,26.048,2,0,0,0,0,26.282
2015,1,Santa Fe,6.883,93.096,360.964,45.270,27.597,1.542,900,0,536.252
2015,1,Santiago Del Estero,701,9.236,23.136,4.796,748,0,0,0,38.617
2015,1,Tierra Del Fuego,14,609,36.319,2,0,0,0,0,36.944
2015,1,Tucumán,107,27.143,83.895,23.061,3.722,334,0,0,138.262
2014,4,Buenos Aires,8.226,132.937,2.250.445,203.620,104.322,997,5.406,0,2.705.954
2014,4,Capital Federal,2.698,62.896,1.038.269,123.451,95.772,890,7.997,0,1.331.972
2014,4,Catamarca,21,8.047,14.093,2.910,421,0,1,0,25.493
2014,4,Chaco,483,12.837,42.106,7.908,2.600,124,2,0,66.060
2014,4,Chubut,1.858,6.218,60.392,70,0,0,0,0,68.538
2014,4,Córdoba,1.903,85.362,427.844,41.947,30.858,1.177,782,0,589.873
2014,4,Corrientes,40,13.860,42.182,7.513,2.106,0,9,0,65.710
2014,4,Entre Ríos,2.311,27.801,88.649,18.318,3.584,1,66,0,140.730
2014,4,Formosa,1.947,7.830,14.058,1.852,473,47,1,0,26.208
2014,4,Jujuy,1.880,10.427,19.740,3.443,465,0,0,0,35.955
2014,4,La Pampa,6.266,6.879,36.520,26,5,4,10,0,49.710
2014,4,La Rioja,9,4.333,9.728,1.943,386,0,3,0,16.402
2014,4,Mendoza,303,19,169.222,36,14,5,12,0,169.611
2014,4,Misiones,547,11.840,53.093,8.731,2.952,54,12,0,77.229
2014,4,Neuquén,1.731,2.744,80.938,126,3.621,2,66,0,89.228
2014,4,Río Negro,3.640,4.723,85.094,94,2.319,4,30,0,95.904
2014,4,Salta,54,16.214,63.221,12.552,1.922,0,4,0,93.967
2014,4,San Juan,11,478,51.628,0,0,0,2,0,52.119
2014,4,San Luis,9,0,13.135,0,0,1,2,0,13.147
2014,4,Santa Cruz,156,1.400,24.145,1,1,0,0,0,25.703
2014,4,Santa Fe,8.707,99.962,359.293,36.718,21.098,869,824,0,527.471
2014,4,Santiago Del Estero,1.246,8.913,24.181,4.359,602,0,0,0,39.301
2014,4,Tierra Del Fuego,12,283,31.489,2,0,0,0,0,31.786
2014,4,Tucumán,17,28.746,85.091,20.631,2.733,196,0,0,137.414
2014,3,Buenos Aires,7.355,128.187,2.281.524,156.693,68.947,243,4.232,0,2.647.181
2014,3,Capital Federal,840,78.016,1.060.145,102.170,70.907,95,6.626,0,1.318.799
2014,3,Catamarca,19,8.845,13.790,1.915,111,0,0,0,24.680
2014,3,Chaco,398,14.731,41.934,5.428,1.274,5,0,0,63.770
2014,3,Chubut,2.013,6.281,60.771,34,0,0,0,0,69.099
2014,3,Córdoba,660,98.992,435.692,28.992,18.888,84,664,0,583.972
2014,3,Corrientes,21,15.448,41.717,5.181,1.172,0,0,0,63.539
2014,3,Entre Ríos,1.709,29.710,91.450,12.569,1.310,0,48,0,136.796
2014,3,Formosa,2.001,8.323,14.202,1.324,85,0,0,0,25.935
2014,3,Jujuy,127,10.979,20.216,2.305,82,0,0,0,33.709
2014,3,La Pampa,6.458,6.645,41.009,24,5,4,10,0,54.155
2014,3,La Rioja,10,4.785,9.720,1.337,61,0,0,0,15.913
2014,3,Mendoza,35,0,167.763,31,12,13,1,0,167.855
2014,3,Misiones,640,13.637,53.510,5.928,1.606,0,1,0,75.322
2014,3,Neuquén,1.522,3.099,80.090,107,2.865,10,27,0,87.720
2014,3,Río Negro,3.640,5.189,86.868,87,1.944,8,9,0,97.745
2014,3,Salta,732,17.481,66.026,8.314,388,0,0,0,92.941
2014,3,San Juan,8,487,51.276,0,0,0,0,0,51.771
2014,3,San Luis,8,0,13.029,0,0,3,0,0,13.040
2014,3,Santa Cruz,195,1.624,24.248,1,1,0,0,0,26.069
2014,3,Santa Fe,8.230,112.593,357.615,23.962,12.124,38,806,0,515.368
2014,3,Santiago Del Estero,791,9.914,23.826,2.867,142,0,0,0,37.540
2014,3,Tierra Del Fuego,12,336,32.348,2,0,0,0,0,32.698
2014,3,Tucumán,6,32.716,84.668,14.101,559,4,0,0,132.054
2014,2,Buenos Aires,6.902,162.274,2.288.772,140.226,56.549,284,4.309,0,2.659.316
2014,2,Capital Federal,847,81.431,1.078.213,87.359,56.004,59,6.427,0,1.310.340
2014,2,Catamarca,19,8.844,13.794,1.915,111,0,0,0,24.683
2014,2,Chaco,412,14.854,41.530,5.418,1.085,5,0,0,63.304
2014,2,Chubut,2.064,6.582,61.868,0,0,0,0,0,70.514
2014,2,Córdoba,2.105,101.598,429.536,28.698,14.824,76,627,0,577.464
2014,2,Corrientes,20,15.563,41.219,5.199,956,0,0,0,62.957
2014,2,Entre Ríos,2.187,32.781,86.757,12.564,1.162,0,44,0,135.495
2014,2,Formosa,2.032,8.218,13.944,1.321,85,0,0,0,25.600
2014,2,Jujuy,1.873,11.233,18.851,2.305,82,0,0,0,34.344
2014,2,La Pampa,7.032,6.761,34.089,18,5,4,10,0,47.919
2014,2,La Rioja,10,4.785,9.719,1.337,61,0,0,0,15.912
2014,2,Mendoza,35,6,166.710,31,10,5,10,0,166.807
2014,2,Misiones,540,13.644,53.245,5.924,1.334,2,0,0,74.689
2014,2,Neuquén,1.531,3.206,79.087,92,2.289,2,30,0,86.237
2014,2,Río Negro,3.468,5.507,84.978,78,1.569,2,8,0,95.610
2014,2,Salta,53,18.818,64.440,8.293,388,0,0,0,91.992
2014,2,San Juan,10,507,51.129,0,0,0,0,0,51.646
2014,2,San Luis,7,0,13.045,0,0,1,2,0,13.055
2014,2,Santa Cruz,153,1.637,25.374,2,0,0,0,0,27.166
2014,2,Santa Fe,8.515,115.197,353.559,23.939,10.058,34,792,0,512.094
2014,2,Santiago Del Estero,1.231,9.914,23.842,2.867,142,0,0,0,37.996
2014,2,Tierra Del Fuego,12,334,31.198,2,0,0,0,0,31.546
2014,2,Tucumán,6,32.714,84.675,14.101,559,4,0,0,132.059
2014,1,Buenos Aires,8.469,171.244,2.279.875,121.787,38.923,206,4.037,0,2.624.542
2014,1,Capital Federal,852,88.826,1.096.050,70.293,38.798,55,6.208,0,1.301.081
2014,1,Catamarca,19,9.147,13.330,1.672,64,0,0,0,24.232
2014,1,Chaco,438,15.849,40.869,4.644,741,5,0,0,62.546
2014,1,Chubut,7.452,10,61.329,0,0,0,0,0,68.791
2014,1,Córdoba,2.076,107.705,423.114,24.112,9.818,40,588,0,567.453
2014,1,Corrientes,20,16.357,40.742,4.486,630,0,0,0,62.235
2014,1,Entre Ríos,2.177,35.206,85.248,10.828,746,0,43,0,134.248
2014,1,Formosa,2.062,8.475,13.685,1.133,67,0,0,0,25.422
2014,1,Jujuy,1.832,11.498,18.415,2.002,56,0,0,0,33.803
2014,1,La Pampa,7.434,6.535,32.501,17,5,4,10,0,46.506
2014,1,La Rioja,10,5.111,9.390,1.165,35,0,0,0,15.711
2014,1,Mendoza,35,6,166.655,19,10,6,9,0,166.740
2014,1,Misiones,545,14.460,52.852,5.139,958,0,0,0,73.954
2014,1,Neuquén,4.133,987,77.148,84,1.582,2,22,0,83.958
2014,1,Río Negro,4.670,4.618,84.304,73,1.062,1,8,0,94.736
2014,1,Salta,53,19.677,64.061,7.192,314,0,0,0,91.297
2014,1,San Juan,531,2,51.056,0,0,0,0,0,51.589
2014,1,San Luis,7,3,12.544,0,1,0,2,0,12.557
2014,1,Santa Cruz,161,1.625,24.972,1,1,0,0,0,26.760
2014,1,Santa Fe,8.456,124.468,345.225,20.328,6.845,23,668,0,506.013
2014,1,Santiago Del Estero,1.234,10.531,22.817,2.422,109,0,0,0,37.113
2014,1,Tierra Del Fuego,12,607,30.902,6,0,0,0,0,31.527
2014,1,Tucumán,6,34.672,83.210,11.779,362,3,0,0,130.032
