Provincia,Año,Trimestre,ADSL,Cablemodem,Fibra optica,Wireless,Total Tecnologia,Mbps (Media de bajada),Tasa de crecimiento Velocidad,Accesos por cada 100 hogares,Tasa de Crecimiento Penetracion,Ingresos (miles de pesos),Ingresos (miles USD),Tasa de Crecimiento Ingresos
Córdoba,2022,2,17.622430855112917,45.98791476605513,30.37978791830665,6.0098664605253065,1016778,53.5,1.07,87.48,9.186220668996503,60419500.62,474.05,17.615680436670388
Corrientes,2022,2,27.541274682474903,54.24703237538841,13.016738977905696,5.194953964230995,139674,43.3,1.14,48.35,11.047312815801558,60419500.62,474.05,17.615680436670388
Entre Ríos,2022,2,24.84577036921639,51.03170275743886,13.958171054681415,10.164355818663342,256760,40.03,1.12,63.9,3.6328251702886893,60419500.62,474.05,17.615680436670388
Formosa,2022,2,22.753402592028845,37.66421847522499,14.593092849015058,24.989286083731102,67669,28.47,0.94,43.42,30.66506169124288,60419500.62,474.05,17.615680436670388
Jujuy,2022,2,17.9772793681433,48.25256558966504,30.268202626242953,3.5019524159487148,112937,29.39,1.06,57.32,2.029191883232473,60419500.62,474.05,17.615680436670388
La Pampa,2022,2,7.070368119858883,53.75601969835756,20.853776878916772,18.31983530286678,110263,16.06,1.08,92.98,13.27972709551657,60419500.62,474.05,17.615680436670388
La Rioja,2022,2,9.0221979325341,61.2286189374295,22.31305015174595,7.436132978290446,85999,43.28,1.05,80.14,4.1049623278773595,60419500.62,474.05,17.615680436670388
Mendoza,2022,2,13.565652745511192,27.915788715399714,48.80652655464909,9.712031984440001,277635,29.72,1.13,49.39,20.551623138882125,60419500.62,474.05,17.615680436670388
Misiones,2022,2,21.734787459621124,52.14059150305799,19.655823028079748,6.468798009241141,171191,46.22,1.1,51.0,13.30815374361254,60419500.62,474.05,17.615680436670388
Neuquén,2022,2,18.494985980640227,46.56852078657623,17.919912464485325,17.01658076829822,160849,46.53,1.08,80.02,15.736187445762218,60419500.62,474.05,17.615680436670388
Río Negro,2022,2,25.604420580130117,33.410040057956195,29.081792096366378,11.903747265547317,140796,33.25,1.07,67.85,9.541491766225384,60419500.62,474.05,17.615680436670388
Salta,2022,2,21.76930102506799,49.073663049079784,24.01996050758469,5.137075418267538,195987,38.78,1.06,57.54,4.751501911523759,60419500.62,474.05,17.615680436670388
San Juan,2022,2,41.70135472640582,21.336130001838015,13.328864430052652,23.633650841703517,92491,14.44,1.2,49.46,25.91649694501019,60419500.62,474.05,17.615680436670388
San Luis,2022,2,6.425868335269212,27.196597849301213,0.23230544419049048,66.14522837123909,106756,19.31,0.92,81.76,-2.060373742213706,60419500.62,474.05,17.615680436670388
Santa Cruz,2022,2,20.923342797185533,48.81084639756409,22.25033946426367,8.01547134098671,48606,11.81,1.08,43.15,-1.9541013406044083,60419500.62,474.05,17.615680436670388
Santa Fe,2022,2,23.099024914204318,49.83457638637556,22.05295184852015,5.0134468508999674,859309,42.0,1.08,77.9,3.7698148394831765,60419500.62,474.05,17.615680436670388
Santiago Del Estero,2022,2,14.385608311182917,69.78509754868747,10.08061013533469,5.748684004794914,115122,16.34,1.13,47.7,2.448453608247414,60419500.62,474.05,17.615680436670388
Tierra Del Fuego,2022,2,24.01024115664828,74.99576422748923,0.7586739208192925,0.23532069504320485,53119,10.97,1.02,99.86,47.09088230961851,60419500.62,474.05,17.615680436670388
Tucumán,2022,2,33.81081719414266,6.03330184222957,58.58250669185955,1.5733742717682255,254040,50.1,1.06,59.31,7.973784817039875,60419500.62,474.05,17.615680436670388
Buenos Aires,2022,1,8.73433124981063,60.79610974764245,27.673089227884628,2.7964697746622966,4488552,62.5,1.04,76.08,10.085371147446098,55219313.01,433.25,12.075432651266272
Capital Federal,2022,1,7.3716837692516695,87.72116312471759,4.490320386103558,0.41683271992718396,1387607,88.25,1.06,111.8,3.1175059952038398,55219313.01,433.25,12.075432651266272
Catamarca,2022,1,23.578411811652035,25.79974727321096,48.41380686352753,2.2080340516094705,60144,51.22,1.1,58.21,19.03885480572598,55219313.01,433.25,12.075432651266272
Chaco,2022,1,22.848698179355686,45.5309213264392,25.861473021874538,5.75890747233058,141763,45.84,1.08,44.06,2.132591562355124,55219313.01,433.25,12.075432651266272
Chubut,2022,1,29.309451705451067,44.27465200297524,6.099245563702051,20.31665072787164,150576,13.4,1.48,88.05,27.62719234671691,55219313.01,433.25,12.075432651266272
Córdoba,2022,1,19.67729280045066,50.478226317536645,23.724008892555002,6.1204719894576955,994090,49.88,1.08,85.76,9.12329812953303,55219313.01,433.25,12.075432651266272
Corrientes,2022,1,29.490393866068043,57.64627853415353,7.926153756450249,4.937173843328183,137204,38.12,1.07,47.64,11.673699015471172,55219313.01,433.25,12.075432651266272
Entre Ríos,2022,1,26.30241174305028,54.43301714616933,9.043448972718087,10.221122138062302,255334,35.6,1.07,63.7,5.393778954334882,55219313.01,433.25,12.075432651266272
Formosa,2022,1,30.17149376219041,29.306664703934054,9.468958156994075,31.052883376881464,54346,30.28,1.05,34.96,6.813321112129556,55219313.01,433.25,12.075432651266272
Jujuy,2022,1,18.933833330371268,53.864609806813945,23.058808893312243,4.14274796950255,112534,27.69,1.02,58.06,4.368146683444185,55219313.01,433.25,12.075432651266272
La Pampa,2022,1,7.3676845603601455,54.29605148080977,20.013256860885818,18.323007097944267,108623,14.84,1.07,91.66,12.081193445830273,55219313.01,433.25,12.075432651266272
La Rioja,2022,1,10.801927093221948,70.28194418074806,11.327605847731157,7.588522878298843,84272,41.38,1.04,78.77,58.140935555109394,55219313.01,433.25,12.075432651266272
Mendoza,2022,1,18.065345536620818,27.07939197826198,45.005587898000776,9.849674587116425,273806,26.2,1.18,48.74,24.495530012771404,55219313.01,433.25,12.075432651266272
Misiones,2022,1,23.887017646628102,55.985941275536355,15.363305752849577,4.763735324985966,163884,41.88,1.08,49.04,13.597405605744717,55219313.01,433.25,12.075432651266272
Neuquén,2022,1,19.0977211382223,49.14928760390509,16.244108128432728,15.508883129439885,148934,43.06,1.07,74.17,10.966487133453029,55219313.01,433.25,12.075432651266272
Río Negro,2022,1,27.838421658986174,32.66561059907834,27.388392857142858,12.107574884792626,138880,31.1,1.14,67.04,10.118265440210262,55219313.01,433.25,12.075432651266272
Salta,2022,1,23.493497964008935,51.841324050965454,21.538946538815186,3.1262314462104297,190325,36.72,1.08,56.11,4.042277025774155,55219313.01,433.25,12.075432651266272
San Juan,2022,1,42.28112888800556,17.948176488124815,14.02911656563649,25.741578058233134,80504,11.99,1.09,43.55,11.495135688684055,55219313.01,433.25,12.075432651266272
San Luis,2022,1,8.765075776697431,12.396431197392536,0.03401995105516719,78.80447307485487,91123,20.95,1.0,80.72,-0.6400787789266338,55219313.01,433.25,12.075432651266272
Santa Cruz,2022,1,21.6378832371604,48.093311702979655,22.108138078321048,8.160666981538904,48697,10.89,1.21,43.34,4.057623049219705,55219313.01,433.25,12.075432651266272
Santa Fe,2022,1,25.118718731909805,52.312603246469024,17.243278095982152,5.325399925639011,849908,38.88,1.08,77.3,4.572510822510822,55219313.01,433.25,12.075432651266272
Santiago Del Estero,2022,1,15.957512396621427,77.48791164269547,0.9626648112102448,5.591911149472868,113539,14.5,1.05,47.17,3.284431793299758,55219313.01,433.25,12.075432651266272
Tierra Del Fuego,2022,1,24.929693328996958,74.03722905626447,0.7958523846874941,0.23722523005107995,52271,10.73,1.0,98.29,27.071751777634145,55219313.01,433.25,12.075432651266272
Tucumán,2022,1,37.75321607363615,25.457675940545986,35.15914107475815,1.6299669110597028,245097,47.25,1.05,57.39,4.68807004742795,55219313.01,433.25,12.075432651266272
Buenos Aires,2021,4,9.611131576182744,61.01585709899269,26.51245270802495,2.8605586167996244,4435742,60.22,1.07,75.66,9.6839663670629,45467887.17,479.23,-1.1183328174971585
Capital Federal,2021,4,8.056884381972722,87.19088507074373,4.341355489765384,0.4108750575181671,1382172,82.94,1.07,111.27,2.7328963161296294,45467887.17,479.23,-1.1183328174971585
Catamarca,2021,4,28.818925336382023,24.374285463019962,44.1473924896667,2.6593967109313166,56855,46.38,1.07,55.25,11.819469742967016,45467887.17,479.23,-1.1183328174971585
Chaco,2021,4,25.14251764672598,44.66142333752988,24.534253745066696,5.661805270677436,141386,42.34,1.08,44.05,2.3704392284452647,45467887.17,479.23,-1.1183328174971585
Chubut,2021,4,32.77113713958535,40.58274250895956,6.824816744304406,19.821303607150682,141469,9.08,1.11,82.57,20.804681784930512,45467887.17,479.23,-1.1183328174971585
Córdoba,2021,4,21.67821585270212,49.845959727645756,22.210224838469884,6.265599581182239,977991,46.38,1.11,84.51,8.235143442622949,45467887.17,479.23,-1.1183328174971585
Corrientes,2021,4,32.55424048016414,54.4954142487483,7.761326575921361,5.1890186951662045,130622,35.78,1.11,45.51,7.2590148479849015,45467887.17,479.23,-1.1183328174971585
Entre Ríos,2021,4,27.924461001902344,52.86422003804693,9.294546607482562,9.916772352568168,252320,33.3,1.13,63.16,6.2048091474693035,45467887.17,479.23,-1.1183328174971585
Formosa,2021,4,32.175506159914754,28.24961208427586,9.629657325531397,29.94522443027799,53491,28.77,1.08,34.45,6.03262542320715,45467887.17,479.23,-1.1183328174971585
Jujuy,2021,4,20.31403515155926,55.04803318656526,21.975182853607947,2.6627488082675304,109924,27.14,1.04,56.92,6.47212869435092,45467887.17,479.23,-1.1183328174971585
La Pampa,2021,4,7.7375938212828785,54.896690108184345,19.11162011490445,18.25409595562833,105653,13.85,1.07,89.57,9.5389507154213,45467887.17,479.23,-1.1183328174971585
La Rioja,2021,4,12.499849573390135,68.17454300395923,11.367438054322058,7.95816936832858,83097,39.7,1.02,77.92,55.49790460985831,45467887.17,479.23,-1.1183328174971585
Mendoza,2021,4,22.52002047206166,26.927158598265894,41.27039679672447,9.282424132947977,265728,22.23,1.66,47.51,22.98731555785658,45467887.17,479.23,-1.1183328174971585
Misiones,2021,4,25.54760594386351,56.30037302024093,13.474591818015044,4.677429217880511,163530,38.9,1.26,49.06,15.056285178236406,45467887.17,479.23,-1.1183328174971585
Neuquén,2021,4,19.88481461286805,49.591739367502726,15.848555070883316,14.674890948745912,146720,40.1,1.05,73.3,9.40298507462687,45467887.17,479.23,-1.1183328174971585
Río Negro,2021,4,31.069015979069047,32.885692746596504,23.807482520583584,12.237808753750869,135302,27.2,1.07,65.69,7.529873956457678,45467887.17,479.23,-1.1183328174971585
Salta,2021,4,24.436964472445204,51.924647663838265,20.578304728509966,3.0600831352065634,192217,33.94,1.09,56.81,5.125832716506307,45467887.17,479.23,-1.1183328174971585
San Juan,2021,4,50.189603302315824,18.33344994053033,15.49289862170293,15.984048135450921,71465,11.05,1.57,39.59,9.003303964757725,45467887.17,479.23,-1.1183328174971585
San Luis,2021,4,9.400173091005925,12.276146727914252,0.03328673190866121,78.29039344917116,90126,20.9,0.96,80.3,-1.6895200783545672,45467887.17,479.23,-1.1183328174971585
Santa Cruz,2021,4,22.446899248996235,47.64401173313362,20.867919033056648,9.041169984813498,48069,8.99,1.17,43.05,16.35135135135135,45467887.17,479.23,-1.1183328174971585
Santa Fe,2021,4,27.455152361999126,52.26614068020682,15.155749389564013,5.122957568230042,850212,36.03,1.09,77.09,4.770318021201425,45467887.17,479.23,-1.1183328174971585
Santiago Del Estero,2021,4,16.851574743888293,76.64579994510311,0.9633518979271996,5.539273413081398,112939,13.84,1.04,47.05,7.54285714285714,45467887.17,479.23,-1.1183328174971585
Tierra Del Fuego,2021,4,25.602230125925214,73.34038258194752,0.8189945208113045,0.23839277131596656,52015,10.7,1.12,98.4,29.015340238625953,45467887.17,479.23,-1.1183328174971585
Tucumán,2021,4,41.07863432331316,24.78322758898691,33.08377387645757,1.0543642112423526,238153,45.16,1.07,55.93,2.099306316173788,45467887.17,479.23,-1.1183328174971585
Buenos Aires,2021,3,13.989044805955498,61.98831875865017,21.151214875371828,2.871421560022498,4187055,56.25,1.07,71.68,5.941472066213427,42999944.29,453.22,-1.976814603339383
Capital Federal,2021,3,10.325035367628251,86.13278286516083,3.1044035045381833,0.4377782626727378,1384034,77.7,1.07,111.27,3.333952451708755,42999944.29,453.22,-1.976814603339383
Catamarca,2021,3,34.0848929120157,21.674904203920697,41.33762795949723,2.9025749245663723,54021,43.44,1.03,52.71,11.768447837150141,42999944.29,453.22,-1.976814603339383
Chaco,2021,3,27.82035806221731,46.29139458107303,20.05773789612996,5.830509460579706,137518,39.12,1.05,42.96,3.4183919114106898,42999944.29,453.22,-1.976814603339383
Chubut,2021,3,35.861993667430944,40.611420460748995,6.511627906976744,17.014957964843326,137385,8.18,1.07,80.71,18.100673105062913,42999944.29,453.22,-1.976814603339383
Córdoba,2021,3,24.610620323955303,51.22562016294372,17.979089962537973,6.184669550563004,931610,41.94,1.06,81.28,8.056367987237433,42999944.29,453.22,-1.976814603339383
Corrientes,2021,3,34.86336331662984,54.00339257368733,5.868529988483924,5.264714121198917,128516,32.16,1.06,44.9,7.544910179640718,42999944.29,453.22,-1.976814603339383
Entre Ríos,2021,3,30.116918844566715,52.088356663160454,8.28748280605227,9.507241686220567,247180,29.6,1.07,62.18,6.856848255714043,42999944.29,453.22,-1.976814603339383
Formosa,2021,3,34.38165095773791,26.814761325630894,8.988294314381271,29.815293402249925,52624,26.69,1.11,33.96,6.424318395487316,42999944.29,453.22,-1.976814603339383
Jujuy,2021,3,21.9740647448456,56.682526355070436,18.58942065491184,2.753988245172124,107190,25.98,1.01,55.69,3.0532938564026724,42999944.29,453.22,-1.976814603339383
La Pampa,2021,3,9.088434551173481,58.35248810387934,17.96213404306799,14.596943301879184,99192,12.99,1.06,84.28,6.333585667423658,42999944.29,453.22,-1.976814603339383
La Rioja,2021,3,13.793985145501034,66.65530256909777,11.498843297211737,8.051868988189456,82130,38.88,1.01,77.26,54.150039904229864,42999944.29,453.22,-1.976814603339383
Mendoza,2021,3,35.85654871800902,27.927843174147725,27.66599637020748,8.549611737635775,255111,13.37,0.99,45.55,21.954484605087,42999944.29,453.22,-1.976814603339383
Misiones,2021,3,28.65456762955205,59.30362043137619,7.270690546577757,4.771121392494002,150866,30.88,1.08,45.57,9.543269230769225,42999944.29,453.22,-1.976814603339383
Neuquén,2021,3,21.30503201143933,53.02473970496303,11.823753853228808,13.846474430368833,139169,38.34,1.06,69.71,6.851624770079701,42999944.29,453.22,-1.976814603339383
Río Negro,2021,3,37.97985880563193,35.2740295858457,14.836501358857134,11.909610249665239,126209,25.4,1.07,61.97,8.62401402278703,42999944.29,453.22,-1.976814603339383
Salta,2021,3,25.9858485584539,51.9157249973598,19.07593198859436,3.0224944555919313,189380,31.2,1.07,55.96,6.95718654434252,42999944.29,453.22,-1.976814603339383
San Juan,2021,3,56.41083394335267,18.190776507686245,9.389605270567037,16.008784278394053,71036,7.04,1.01,39.46,1.727249291054389,42999944.29,453.22,-1.976814603339383
San Luis,2021,3,9.437791532113383,13.325260136347328,0.03027448869752422,77.20667384284177,89184,21.7,1.0,79.87,-0.11255627813905322,42999944.29,453.22,-1.976814603339383
Santa Cruz,2021,3,26.896852194750025,50.01851650147044,13.784990741749265,9.29964056203028,45905,7.69,1.01,43.75,21.69680111265646,42999944.29,453.22,-1.976814603339383
Santa Fe,2021,3,29.775505361138286,53.65448504983389,11.309725598829946,5.260283990197882,825944,33.12,1.08,75.02,4.021075984470324,42999944.29,453.22,-1.976814603339383
Santiago Del Estero,2021,3,17.718830534079803,76.01084155336355,0.8077845907757931,5.462543321780858,112530,13.35,1.05,47.0,8.344859382203772,42999944.29,453.22,-1.976814603339383
Tierra Del Fuego,2021,3,25.792145766861317,74.16370678064736,0.012040214315814821,0.03210723817550619,49833,9.52,1.11,94.95,23.61671657336284,42999944.29,453.22,-1.976814603339383
Tucumán,2021,3,45.09103306016942,23.24611938945924,30.62370268719064,1.039144863180698,231729,42.1,1.04,54.64,2.6488822092804787,42999944.29,453.22,-1.976814603339383
Buenos Aires,2021,2,14.804515750941642,61.44663645171645,20.962308861972257,2.786538935369652,4074804,52.75,1.04,70.0,7.329040171726464,38239666.63,403.05,-13.113305165128908
Capital Federal,2021,2,10.86730406773529,85.71194120427373,3.013747789908562,0.4070069380824283,1370984,72.75,1.07,110.14,3.505309651348565,38239666.63,403.05,-13.113305165128908
Catamarca,2021,2,37.9454691558745,17.61506979873297,41.73160658556185,2.707854459830689,53511,42.2,1.06,52.34,15.210213515298276,38239666.63,403.05,-13.113305165128908
Chaco,2021,2,28.781002485980228,45.49054749378505,19.93409261721686,5.794357403017864,138376,37.4,1.11,43.33,8.787346221441128,38239666.63,403.05,-13.113305165128908
Chubut,2021,2,40.878280276443405,34.42848727713203,5.045175100181696,19.648057346242876,120531,7.68,1.02,72.29,26.07254970352284,38239666.63,403.05,-13.113305165128908
Córdoba,2021,2,26.19512957183013,51.103553679914256,16.589629665235904,6.111687083019705,915361,39.6,1.09,80.12,10.191170402970728,38239666.63,403.05,-13.113305165128908
Corrientes,2021,2,37.559380988421715,54.157071772492316,3.0040741396801884,5.279473099405788,124198,30.38,1.17,43.54,8.039702233250633,38239666.63,403.05,-13.113305165128908
Entre Ríos,2021,2,31.84323030662548,51.12074784707591,7.305009511731135,9.731012334567472,244435,27.62,1.16,61.66,9.055535903784918,38239666.63,403.05,-13.113305165128908
Formosa,2021,2,38.09069676917088,24.346049046321525,7.02608018684313,30.537173997664464,51380,23.97,1.14,33.23,6.711624919717396,38239666.63,403.05,-13.113305165128908
Jujuy,2021,2,22.93103448275862,56.358917315535784,18.17853170189099,2.5315164998146087,107880,25.81,0.96,56.18,17.31050323658383,38239666.63,403.05,-13.113305165128908
La Pampa,2021,2,9.356452081517453,59.16033702735234,17.77694766114639,13.706263229983811,96372,12.28,1.14,82.08,7.858081471747713,38239666.63,403.05,-13.113305165128908
La Rioja,2021,2,14.253665473446771,66.51179326239397,11.57872799490021,7.65581326925906,81572,38.53,3.03,76.98,54.45425361155698,38239666.63,403.05,-13.113305165128908
Mendoza,2021,2,39.98488052996802,30.952963590917832,19.531209033227874,9.53094684588628,228844,13.47,1.07,40.97,13.0206896551724,38239666.63,403.05,-13.113305165128908
Misiones,2021,2,30.273240233244003,59.160079184454,6.986546722867877,3.5801338594341274,148514,28.69,1.14,45.01,10.075813157251146,38239666.63,403.05,-13.113305165128908
Neuquén,2021,2,21.861056609258046,52.82319598866362,11.350192573214155,13.965554828864182,137610,36.12,1.05,69.14,8.200312989045377,38239666.63,403.05,-13.113305165128908
Río Negro,2021,2,38.334075794698826,34.811626944983615,14.897222133833965,11.957075126483598,125708,23.75,1.08,61.94,9.881142451658675,38239666.63,403.05,-13.113305165128908
Salta,2021,2,27.75371788364131,51.84841186698779,17.30692384953506,3.0909463998358406,185186,29.23,1.07,54.93,6.494765412950754,38239666.63,403.05,-13.113305165128908
San Juan,2021,2,56.8510058735068,17.548165593167436,9.46712822404449,16.133700309281277,70486,6.99,1.01,39.28,11.940723852949553,38239666.63,403.05,-13.113305165128908
San Luis,2021,2,9.717940724833454,13.05577684643183,0.0323277106208075,77.19395471811391,86613,21.66,1.0,83.48,6.466011988266818,38239666.63,403.05,-13.113305165128908
Santa Cruz,2021,2,26.893337108753894,50.025048463331224,13.783189213913877,9.298425214001002,45911,7.63,1.02,44.01,22.96730930427493,38239666.63,403.05,-13.113305165128908
Santa Fe,2021,2,31.192828860483285,52.475649301341186,10.986092431206314,5.345429406969214,823077,30.7,1.09,75.07,7.242857142857129,38239666.63,403.05,-13.113305165128908
Santiago Del Estero,2021,2,18.76481980922041,75.81407135229063,0.8226691042047531,4.598439734284215,110494,12.72,1.1,46.56,7.108350586611456,38239666.63,403.05,-13.113305165128908
Tierra Del Fuego,2021,2,36.3315148260169,63.611951267772845,0.01696017186307488,0.03957373434717472,35377,8.59,0.98,67.89,-11.103836585046489,38239666.63,403.05,-13.113305165128908
Tucumán,2021,2,47.53559929059696,20.816760507601977,30.856879659762036,0.7907605420390172,232308,40.3,1.06,54.93,6.083429895712622,38239666.63,403.05,-13.113305165128908
Buenos Aires,2021,1,15.733565409288735,61.26865190555648,20.528952275009008,2.468830410145777,4002138,50.78,1.02,69.11,7.430436810197416,36676371.36,386.57,-10.665095211684239
Capital Federal,2021,1,11.833576834757933,84.79425548914907,2.9605231491731936,0.41164452691980447,1350437,68.3,1.01,108.42,2.3023211926778586,36676371.36,386.57,-10.665095211684239
Catamarca,2021,1,52.91243591032472,8.864984417412284,37.57514828591535,0.6474313863476424,49735,39.97,1.06,48.9,29.984051036682622,36676371.36,386.57,-10.665095211684239
Chaco,2021,1,31.338337140577977,44.418579353856195,18.43866710178034,5.804416403785488,137895,33.62,1.04,43.14,15.101387406616883,36676371.36,386.57,-10.665095211684239
Chubut,2021,1,40.043827225683806,36.04745309254761,3.0309430774104973,20.877776604358083,113628,7.53,1.02,68.99,34.56212209869318,36676371.36,386.57,-10.665095211684239
Córdoba,2021,1,29.12791894528628,49.75240989196882,15.062831723755224,6.05683943898968,893816,36.16,1.03,78.59,11.175555241193958,36676371.36,386.57,-10.665095211684239
Corrientes,2021,1,40.52026837671651,51.82571998483375,2.750531643065561,4.903479995384184,121322,25.98,1.02,42.66,10.147172734314491,36676371.36,386.57,-10.665095211684239
Entre Ríos,2021,1,34.899955795391044,49.38572274535643,7.025196627104932,8.689124832147593,239794,23.88,0.99,60.44,7.697790449037778,36676371.36,386.57,-10.665095211684239
Formosa,2021,1,41.07462330537113,22.68516677931062,5.0928318689619525,31.1473780463563,50306,20.98,1.06,32.73,8.269930532583514,36676371.36,386.57,-10.665095211684239
Jujuy,2021,1,30.263565309588376,50.97159799956839,16.25303770982482,2.5117989810184187,106577,26.78,1.06,55.63,19.198628669380756,36676371.36,386.57,-10.665095211684239
La Pampa,2021,1,9.337717238139971,61.28177026251239,16.469912843797296,12.910599655550337,95805,10.73,1.09,81.78,7.9318991685363605,36676371.36,386.57,-10.665095211684239
La Rioja,2021,1,33.01076086543215,66.51203467812465,0.0019012129738773338,0.4753032434693334,52598,12.7,1.01,49.81,7.4649406688241715,36676371.36,386.57,-10.665095211684239
Mendoza,2021,1,42.11288917419414,31.773579714796647,17.707827043880968,8.40570406712825,218090,12.6,1.14,39.15,18.135184067592025,36676371.36,386.57,-10.665095211684239
Misiones,2021,1,33.89126330785804,57.78540399042746,4.95750608810381,3.3658266136106842,142491,25.08,1.0,43.17,10.635571501793951,36676371.36,386.57,-10.665095211684239
Neuquén,2021,1,22.792093693204528,53.13379033656855,10.686786875108407,13.387329095118512,132603,34.25,1.01,66.84,8.067906224737275,36676371.36,386.57,-10.665095211684239
Río Negro,2021,1,39.72359537751139,34.36082449039425,14.518979404027982,11.396600728066389,122791,21.92,1.01,60.88,10.449927431059525,36676371.36,386.57,-10.665095211684239
Salta,2021,1,30.238181998873685,49.241395302613704,17.390488179238304,3.1299345192743013,181122,27.31,1.08,53.93,8.729838709677406,36676371.36,386.57,-10.665095211684239
San Juan,2021,1,57.398229581459304,16.599822385194944,9.555390036382388,16.44655799696336,69814,6.91,1.08,39.06,20.592775548008646,36676371.36,386.57,-10.665095211684239
San Luis,2021,1,10.14719888124028,12.872970138277736,0.03375568120170225,76.94607529928028,82949,21.6,1.02,81.24,6.460490106145977,36676371.36,386.57,-10.665095211684239
Santa Cruz,2021,1,27.032293377120965,50.55062944718117,13.081554460864805,9.33552271483306,45675,7.5,1.0,41.65,15.790936891854312,36676371.36,386.57,-10.665095211684239
Santa Fe,2021,1,34.2578851557244,52.12414420831849,8.77755352408089,4.840417111876212,808608,28.12,1.03,73.92,6.329113924050644,36676371.36,386.57,-10.665095211684239
Santiago Del Estero,2021,1,24.497200240640474,70.20130501180064,0.5275579619602944,4.773936785598593,108045,11.58,1.03,45.67,7.534730397927958,36676371.36,386.57,-10.665095211684239
Tierra Del Fuego,2021,1,32.04757392908792,67.93746571585298,0.014960355059093404,0.0,40106,8.73,1.03,77.35,1.682660707243322,36676371.36,386.57,-10.665095211684239
Tucumán,2021,1,63.67509906043984,5.270967072136764,30.26058519197827,0.7933486754451231,231172,37.97,1.04,54.82,14.566353187042846,36676371.36,386.57,-10.665095211684239
Buenos Aires,2020,4,15.98987657389291,61.40988404999429,20.249644432392348,2.350594943720452,3975334,50.0,1.03,68.98,7.361867704280156,33539702.72,484.65,-6.472529381115044
Capital Federal,2020,4,12.07589760148353,84.6133394752102,2.954173649718987,0.3565892735872881,1350293,67.3,1.06,108.31,1.9388235294117706,33539702.72,484.65,-6.472529381115044
Catamarca,2020,4,53.56537687139924,10.196758567071347,35.59595717959452,0.6419073819348923,50163,37.66,1.03,49.41,35.5927552140505,33539702.72,484.65,-6.472529381115044
Chaco,2020,4,32.30818563432835,44.601212686567166,17.26256413246269,5.8280375466417915,137216,32.44,1.05,43.03,16.802388707926163,33539702.72,484.65,-6.472529381115044
Chubut,2020,4,40.85659115696126,35.540219198655485,2.7176342278879333,20.885555416495325,111862,7.38,1.0,68.35,33.626588465298134,33539702.72,484.65,-6.472529381115044
Córdoba,2020,4,30.208605175306296,49.631650596216524,14.191704371501359,5.968039856975818,885165,35.12,1.05,78.08,10.78320090805902,33539702.72,484.65,-6.472529381115044
Corrientes,2020,4,41.623673869517894,51.08873547175767,2.6136297551695202,4.673960903554902,120369,25.45,1.07,42.43,9.440288883157066,33539702.72,484.65,-6.472529381115044
Entre Ríos,2020,4,36.427988367940415,48.32661598898015,6.654847541792086,8.59054810128735,235212,24.05,1.07,59.47,2.55216416623556,33539702.72,484.65,-6.472529381115044
Formosa,2020,4,42.67651426965841,21.653353670774294,4.880985830690804,30.78914622887649,49826,19.7,1.08,32.49,6.629471611421089,33539702.72,484.65,-6.472529381115044
Jujuy,2020,4,32.086031587892286,51.58672019222317,15.27529522079292,1.0519529990916283,102381,25.2,1.15,53.46,17.80520052886734,33539702.72,484.65,-6.472529381115044
La Pampa,2020,4,9.425612052730697,61.670851642603054,16.145637162586315,12.757899142079934,95580,9.88,0.92,81.77,6.305252210088397,33539702.72,484.65,-6.472529381115044
La Rioja,2020,4,33.20125881550011,66.32289375900508,0.0018958064760749224,0.4739516190187306,52748,12.53,1.03,50.11,6.30038184132371,33539702.72,484.65,-6.472529381115044
Mendoza,2020,4,42.792843164663125,31.85350852669835,16.812505824247506,8.541142484391017,214620,11.09,1.09,38.63,14.799405646359599,33539702.72,484.65,-6.472529381115044
Misiones,2020,4,35.26325170213524,56.93152247531458,4.697536805332763,3.10768901721741,140265,24.95,1.03,42.64,7.162603669263645,33539702.72,484.65,-6.472529381115044
Neuquén,2020,4,22.994196357818314,53.29237828577467,10.36353893874101,13.349886417666015,132503,33.9,1.08,67.0,12.870619946091644,33539702.72,484.65,-6.472529381115044
Río Negro,2020,4,39.88423306440452,34.21067628406047,14.512386736463329,11.392703915071682,122833,21.64,1.03,61.09,9.657153114342144,33539702.72,484.65,-6.472529381115044
Salta,2020,4,31.3140412738065,48.5343045684157,16.914081066442648,3.237573091335153,180938,25.31,1.0,54.04,7.328699106256198,33539702.72,484.65,-6.472529381115044
San Juan,2020,4,62.47291208705549,10.919352072712533,10.287950360912337,16.319785479319645,64143,6.41,1.06,36.32,10.563165905631644,33539702.72,484.65,-6.472529381115044
San Luis,2020,4,10.112940045656615,14.13793103448276,0.032440225880091315,75.71668869398054,83230,21.25,1.02,81.68,9.022957821676458,33539702.72,484.65,-6.472529381115044
Santa Cruz,2020,4,32.74718862720135,52.13505198387439,2.76098026734564,12.356779121578612,37704,7.49,1.13,37.0,0.7899754835194672,33539702.72,484.65,-6.472529381115044
Santa Fe,2020,4,35.75597351824262,51.622499287422166,7.803131857394815,4.818395336940409,803421,27.3,1.06,73.58,5.900978698906156,33539702.72,484.65,-6.472529381115044
Santiago Del Estero,2020,4,26.012631824047034,68.4194696962347,0.5530061218747878,5.01489235784347,103073,11.28,1.04,43.75,1.9338303821062386,33539702.72,484.65,-6.472529381115044
