Accesos por cada 100 hogares,Tasa de Crecimiento Penetracion,Ingresos (miles de pesos),Ingresos (miles USD),Tasa de Crecimiento Ingresos,Año-Trimestre-Provincia
61.66,9.055535903784918,38239666.63,403.05,-13.113305165128908,2021-2-Entre Ríos
33.23,6.711624919717396,38239666.63,403.05,-13.113305165128908,2021-2-Formosa
56.18,17.31050323658383,38239666.63,403.05,-13.113305165128908,2021-2-Jujuy
82.08,7.858081471747713,38239666.63,403.05,-13.113305165128908,2021-2-La Pampa
76.98,54.45425361155698,38239666.63,403.05,-13.113305165128908,2021-2-La Rioja
40.97,13.0206896551724,38239666.63,403.05,-13.113305165128908,2021-2-Mendoza
45.01,10.075813157251146,38239666.63,403.05,-13.113305165128908,2021-2-Misiones
69.14,8.200312989045377,38239666.63,403.05,-13.113305165128908,2021-2-Neuquén
61.94,9.881142451658675,38239666.63,403.05,-13.113305165128908,2021-2-Río Negro
54.93,6.494765412950754,38239666.63,403.05,-13.113305165128908,2021-2-Salta
39.28,11.940723852949553,38239666.63,403.05,-13.113305165128908,2021-2-San Juan
83.48,6.466011988266818,38239666.63,403.05,-13.113305165128908,2021-2-San Luis
44.01,22.96730930427493,38239666.63,403.05,-13.113305165128908,2021-2-Santa Cruz
75.07,7.242857142857129,38239666.63,403.05,-13.113305165128908,2021-2-Santa Fe
46.56,7.108350586611456,38239666.63,403.05,-13.113305165128908,2021-2-Santiago Del Estero
67.89,-11.103836585046489,38239666.63,403.05,-13.113305165128908,2021-2-Tierra Del Fuego
54.93,6.083429895712622,38239666.63,403.05,-13.113305165128908,2021-2-Tucumán
71.68,5.941472066213427,42999944.29,453.22,-1.976814603339383,2021-3-Buenos Aires
111.27,3.333952451708755,42999944.29,453.22,-1.976814603339383,2021-3-Capital Federal
52.71,11.768447837150141,42999944.29,453.22,-1.976814603339383,2021-3-Catamarca
42.96,3.4183919114106898,42999944.29,453.22,-1.976814603339383,2021-3-Chaco
80.71,18.100673105062913,42999944.29,453.22,-1.976814603339383,2021-3-Chubut
44.9,7.544910179640718,42999944.29,453.22,-1.976814603339383,2021-3-Corrientes
81.28,8.056367987237433,42999944.29,453.22,-1.976814603339383,2021-3-Córdoba
62.18,6.856848255714043,42999944.29,453.22,-1.976814603339383,2021-3-Entre Ríos
33.96,6.424318395487316,42999944.29,453.22,-1.976814603339383,2021-3-Formosa
55.69,3.0532938564026724,42999944.29,453.22,-1.976814603339383,2021-3-Jujuy
84.28,6.333585667423658,42999944.29,453.22,-1.976814603339383,2021-3-La Pampa
77.26,54.150039904229864,42999944.29,453.22,-1.976814603339383,2021-3-La Rioja
45.55,21.954484605087,42999944.29,453.22,-1.976814603339383,2021-3-Mendoza
45.57,9.543269230769225,42999944.29,453.22,-1.976814603339383,2021-3-Misiones
69.71,6.851624770079701,42999944.29,453.22,-1.976814603339383,2021-3-Neuquén
61.97,8.62401402278703,42999944.29,453.22,-1.976814603339383,2021-3-Río Negro
55.96,6.95718654434252,42999944.29,453.22,-1.976814603339383,2021-3-Salta
39.46,1.727249291054389,42999944.29,453.22,-1.976814603339383,2021-3-San Juan
79.87,-0.11255627813905322,42999944.29,453.22,-1.976814603339383,2021-3-San Luis
43.75,21.69680111265646,42999944.29,453.22,-1.976814603339383,2021-3-Santa Cruz
75.02,4.021075984470324,42999944.29,453.22,-1.976814603339383,2021-3-Santa Fe
47.0,8.344859382203772,42999944.29,453.22,-1.976814603339383,2021-3-Santiago Del Estero
94.95,23.61671657336284,42999944.29,453.22,-1.976814603339383,2021-3-Tierra Del Fuego
54.64,2.6488822092804787,42999944.29,453.22,-1.976814603339383,2021-3-Tucumán
75.66,9.6839663670629,45467887.17,479.23,-1.1183328174971585,2021-4-Buenos Aires
111.27,2.7328963161296294,45467887.17,479.23,-1.1183328174971585,2021-4-Capital Federal
55.25,11.819469742967016,45467887.17,479.23,-1.1183328174971585,2021-4-Catamarca
44.05,2.3704392284452647,45467887.17,479.23,-1.1183328174971585,2021-4-Chaco
82.57,20.804681784930512,45467887.17,479.23,-1.1183328174971585,2021-4-Chubut
45.51,7.2590148479849015,45467887.17,479.23,-1.1183328174971585,2021-4-Corrientes
84.51,8.235143442622949,45467887.17,479.23,-1.1183328174971585,2021-4-Córdoba
63.16,6.2048091474693035,45467887.17,479.23,-1.1183328174971585,2021-4-Entre Ríos
34.45,6.03262542320715,45467887.17,479.23,-1.1183328174971585,2021-4-Formosa
56.92,6.47212869435092,45467887.17,479.23,-1.1183328174971585,2021-4-Jujuy
89.57,9.5389507154213,45467887.17,479.23,-1.1183328174971585,2021-4-La Pampa
77.92,55.49790460985831,45467887.17,479.23,-1.1183328174971585,2021-4-La Rioja
47.51,22.98731555785658,45467887.17,479.23,-1.1183328174971585,2021-4-Mendoza
49.06,15.056285178236406,45467887.17,479.23,-1.1183328174971585,2021-4-Misiones
73.3,9.40298507462687,45467887.17,479.23,-1.1183328174971585,2021-4-Neuquén
65.69,7.529873956457678,45467887.17,479.23,-1.1183328174971585,2021-4-Río Negro
56.81,5.125832716506307,45467887.17,479.23,-1.1183328174971585,2021-4-Salta
39.59,9.003303964757725,45467887.17,479.23,-1.1183328174971585,2021-4-San Juan
80.3,-1.6895200783545672,45467887.17,479.23,-1.1183328174971585,2021-4-San Luis
43.05,16.35135135135135,45467887.17,479.23,-1.1183328174971585,2021-4-Santa Cruz
77.09,4.770318021201425,45467887.17,479.23,-1.1183328174971585,2021-4-Santa Fe
47.05,7.54285714285714,45467887.17,479.23,-1.1183328174971585,2021-4-Santiago Del Estero
98.4,29.015340238625953,45467887.17,479.23,-1.1183328174971585,2021-4-Tierra Del Fuego
55.93,2.099306316173788,45467887.17,479.23,-1.1183328174971585,2021-4-Tucumán
76.08,10.085371147446098,55219313.01,433.25,12.075432651266272,2022-1-Buenos Aires
111.8,3.1175059952038398,55219313.01,433.25,12.075432651266272,2022-1-Capital Federal
58.21,19.03885480572598,55219313.01,433.25,12.075432651266272,2022-1-Catamarca
44.06,2.132591562355124,55219313.01,433.25,12.075432651266272,2022-1-Chaco
88.05,27.62719234671691,55219313.01,433.25,12.075432651266272,2022-1-Chubut
47.64,11.673699015471172,55219313.01,433.25,12.075432651266272,2022-1-Corrientes
85.76,9.12329812953303,55219313.01,433.25,12.075432651266272,2022-1-Córdoba
63.7,5.393778954334882,55219313.01,433.25,12.075432651266272,2022-1-Entre Ríos
34.96,6.813321112129556,55219313.01,433.25,12.075432651266272,2022-1-Formosa
58.06,4.368146683444185,55219313.01,433.25,12.075432651266272,2022-1-Jujuy
91.66,12.081193445830273,55219313.01,433.25,12.075432651266272,2022-1-La Pampa
78.77,58.140935555109394,55219313.01,433.25,12.075432651266272,2022-1-La Rioja
48.74,24.495530012771404,55219313.01,433.25,12.075432651266272,2022-1-Mendoza
49.04,13.597405605744717,55219313.01,433.25,12.075432651266272,2022-1-Misiones
74.17,10.966487133453029,55219313.01,433.25,12.075432651266272,2022-1-Neuquén
67.04,10.118265440210262,55219313.01,433.25,12.075432651266272,2022-1-Río Negro
56.11,4.042277025774155,55219313.01,433.25,12.075432651266272,2022-1-Salta
43.55,11.495135688684055,55219313.01,433.25,12.075432651266272,2022-1-San Juan
80.72,-0.6400787789266338,55219313.01,433.25,12.075432651266272,2022-1-San Luis
43.34,4.057623049219705,55219313.01,433.25,12.075432651266272,2022-1-Santa Cruz
77.3,4.572510822510822,55219313.01,433.25,12.075432651266272,2022-1-Santa Fe
47.17,3.284431793299758,55219313.01,433.25,12.075432651266272,2022-1-Santiago Del Estero
98.29,27.071751777634145,55219313.01,433.25,12.075432651266272,2022-1-Tierra Del Fuego
57.39,4.68807004742795,55219313.01,433.25,12.075432651266272,2022-1-Tucumán
77.58,10.828571428571433,60419500.62,474.05,17.615680436670388,2022-2-Buenos Aires
121.31,10.14163791538043,60419500.62,474.05,17.615680436670388,2022-2-Capital Federal
62.4,19.220481467328998,60419500.62,474.05,17.615680436670388,2022-2-Catamarca
43.79,1.0616201246249624,60419500.62,474.05,17.615680436670388,2022-2-Chaco
83.19,15.07815742149674,60419500.62,474.05,17.615680436670388,2022-2-Chubut
48.35,11.047312815801558,60419500.62,474.05,17.615680436670388,2022-2-Corrientes
87.48,9.186220668996503,60419500.62,474.05,17.615680436670388,2022-2-Córdoba
63.9,3.6328251702886893,60419500.62,474.05,17.615680436670388,2022-2-Entre Ríos
43.42,30.66506169124288,60419500.62,474.05,17.615680436670388,2022-2-Formosa
57.32,2.029191883232473,60419500.62,474.05,17.615680436670388,2022-2-Jujuy
92.98,13.27972709551657,60419500.62,474.05,17.615680436670388,2022-2-La Pampa
80.14,4.1049623278773595,60419500.62,474.05,17.615680436670388,2022-2-La Rioja
49.39,20.551623138882125,60419500.62,474.05,17.615680436670388,2022-2-Mendoza
51.0,13.30815374361254,60419500.62,474.05,17.615680436670388,2022-2-Misiones
80.02,15.736187445762218,60419500.62,474.05,17.615680436670388,2022-2-Neuquén
67.85,9.541491766225384,60419500.62,474.05,17.615680436670388,2022-2-Río Negro
57.54,4.751501911523759,60419500.62,474.05,17.615680436670388,2022-2-Salta
49.46,25.91649694501019,60419500.62,474.05,17.615680436670388,2022-2-San Juan
81.76,-2.060373742213706,60419500.62,474.05,17.615680436670388,2022-2-San Luis
43.15,-1.9541013406044083,60419500.62,474.05,17.615680436670388,2022-2-Santa Cruz
77.9,3.7698148394831765,60419500.62,474.05,17.615680436670388,2022-2-Santa Fe
47.7,2.448453608247414,60419500.62,474.05,17.615680436670388,2022-2-Santiago Del Estero
99.86,47.09088230961851,60419500.62,474.05,17.615680436670388,2022-2-Tierra Del Fuego
59.31,7.973784817039875,60419500.62,474.05,17.615680436670388,2022-2-Tucumán
78.11,8.970424107142838,64086784.33,502.82,10.94391244870041,2022-3-Buenos Aires
122.28,9.894850363979524,64086784.33,502.82,10.94391244870041,2022-3-Capital Federal
65.33,23.94232593435781,64086784.33,502.82,10.94391244870041,2022-3-Catamarca
43.86,2.0949720670391025,64086784.33,502.82,10.94391244870041,2022-3-Chaco
84.38,4.547144096146694,64086784.33,502.82,10.94391244870041,2022-3-Chubut
48.21,7.371937639198234,64086784.33,502.82,10.94391244870041,2022-3-Corrientes
88.31,8.649114173228355,64086784.33,502.82,10.94391244870041,2022-3-Córdoba
63.67,2.3962688967513746,64086784.33,502.82,10.94391244870041,2022-3-Entre Ríos
43.76,28.857479387514708,64086784.33,502.82,10.94391244870041,2022-3-Formosa
58.91,5.782007541748957,64086784.33,502.82,10.94391244870041,2022-3-Jujuy
96.59,14.606074988134798,64086784.33,502.82,10.94391244870041,2022-3-La Pampa
80.66,4.400724825265323,64086784.33,502.82,10.94391244870041,2022-3-La Rioja
51.03,12.030735455543361,64086784.33,502.82,10.94391244870041,2022-3-Mendoza
51.82,13.71516348474875,64086784.33,502.82,10.94391244870041,2022-3-Misiones
80.37,15.29192368383303,64086784.33,502.82,10.94391244870041,2022-3-Neuquén
67.98,9.698241084395676,64086784.33,502.82,10.94391244870041,2022-3-Río Negro
57.76,3.216583273766971,64086784.33,502.82,10.94391244870041,2022-3-Salta
50.8,28.73796249366447,64086784.33,502.82,10.94391244870041,2022-3-San Juan
81.74,2.3413046200075005,64086784.33,502.82,10.94391244870041,2022-3-San Luis
43.19,-1.2800000000000034,64086784.33,502.82,10.94391244870041,2022-3-Santa Cruz
78.55,4.705411890162625,64086784.33,502.82,10.94391244870041,2022-3-Santa Fe
47.98,2.0851063829787186,64086784.33,502.82,10.94391244870041,2022-3-Santiago Del Estero
99.51,4.80252764612954,64086784.33,502.82,10.94391244870041,2022-3-Tierra Del Fuego
61.14,11.896046852122977,64086784.33,502.82,10.94391244870041,2022-3-Tucumán
78.94,4.335183716627022,72443482.99,568.39,18.604845272624825,2022-4-Buenos Aires
122.73,10.2992720409814,72443482.99,568.39,18.604845272624825,2022-4-Capital Federal
65.77,19.04072398190044,72443482.99,568.39,18.604845272624825,2022-4-Catamarca
43.62,-0.97616345062429,72443482.99,568.39,18.604845272624825,2022-4-Chaco
85.57,3.633280852609899,72443482.99,568.39,18.604845272624825,2022-4-Chubut
51.64,13.469567128103721,72443482.99,568.39,18.604845272624825,2022-4-Corrientes
89.03,5.3484794698852145,72443482.99,568.39,18.604845272624825,2022-4-Córdoba
64.01,1.3457884737175574,72443482.99,568.39,18.604845272624825,2022-4-Entre Ríos
39.41,14.397677793904196,72443482.99,568.39,18.604845272624825,2022-4-Formosa
58.46,2.7055516514406186,72443482.99,568.39,18.604845272624825,2022-4-Jujuy
94.8,5.839008596628337,72443482.99,568.39,18.604845272624825,2022-4-La Pampa
79.86,2.489733059548249,72443482.99,568.39,18.604845272624825,2022-4-La Rioja
51.36,8.103557145864038,72443482.99,568.39,18.604845272624825,2022-4-Mendoza
52.85,7.725234406848758,72443482.99,568.39,18.604845272624825,2022-4-Misiones
78.67,7.326057298772182,72443482.99,568.39,18.604845272624825,2022-4-Neuquén
68.42,4.155883696148588,72443482.99,568.39,18.604845272624825,2022-4-Río Negro
57.96,2.0242914979757165,72443482.99,568.39,18.604845272624825,2022-4-Salta
50.88,28.517302349078054,72443482.99,568.39,18.604845272624825,2022-4-San Juan
90.27,12.415940224159394,72443482.99,568.39,18.604845272624825,2022-4-San Luis
43.53,1.1149825783972167,72443482.99,568.39,18.604845272624825,2022-4-Santa Cruz
78.4,1.6993124918925906,72443482.99,568.39,18.604845272624825,2022-4-Santa Fe
48.05,2.125398512221044,72443482.99,568.39,18.604845272624825,2022-4-Santiago Del Estero
101.44,3.089430894308931,72443482.99,568.39,18.604845272624825,2022-4-Tierra Del Fuego
61.04,9.136420525657062,72443482.99,568.39,18.604845272624825,2022-4-Tucumán
