Accesos por cada 100 hogares,Tasa de Crecimiento Penetracion,Ingresos (miles de pesos),Ingresos (miles USD),Tasa de Crecimiento Ingresos,Año-Trimestre-Provincia
28.91,6.876155268022188,11226127.39,680.08,33.88982950742214,2017-4-Santa Cruz
61.71,18.24104234527688,11226127.39,680.08,33.88982950742214,2017-4-Santa Fe
29.13,93.29794293297941,11226127.39,680.08,33.88982950742214,2017-4-Santiago Del Estero
59.89,-14.820082491821928,11226127.39,680.08,33.88982950742214,2017-4-Tierra Del Fuego
39.9,5.0552922590837435,11226127.39,680.08,33.88982950742214,2017-4-Tucumán
62.63,6.9318763872289635,13171459.23,495.12,-6.070723933829115,2018-1-Buenos Aires
106.24,-1.9654886038571684,13171459.23,495.12,-6.070723933829115,2018-1-Capital Federal
32.79,27.786438035853458,13171459.23,495.12,-6.070723933829115,2018-1-Catamarca
30.83,7.721872816212438,13171459.23,495.12,-6.070723933829115,2018-1-Chaco
53.72,50.64498037016265,13171459.23,495.12,-6.070723933829115,2018-1-Chubut
32.66,5.559146735617304,13171459.23,495.12,-6.070723933829115,2018-1-Corrientes
63.52,10.182133564614059,13171459.23,495.12,-6.070723933829115,2018-1-Córdoba
48.68,8.394566911600986,13171459.23,495.12,-6.070723933829115,2018-1-Entre Ríos
21.4,7.86290322580645,13171459.23,495.12,-6.070723933829115,2018-1-Formosa
23.12,1.5817223198594021,13171459.23,495.12,-6.070723933829115,2018-1-Jujuy
71.75,14.488591032391884,13171459.23,495.12,-6.070723933829115,2018-1-La Pampa
51.44,217.53086419753086,13171459.23,495.12,-6.070723933829115,2018-1-La Rioja
37.07,16.42587939698492,13171459.23,495.12,-6.070723933829115,2018-1-Mendoza
30.96,4.878048780487809,13171459.23,495.12,-6.070723933829115,2018-1-Misiones
61.52,0.8194034742707412,13171459.23,495.12,-6.070723933829115,2018-1-Neuquén
49.82,8.233760590918958,13171459.23,495.12,-6.070723933829115,2018-1-Río Negro
39.78,22.099447513812166,13171459.23,495.12,-6.070723933829115,2018-1-Salta
32.61,20.599112426035514,13171459.23,495.12,-6.070723933829115,2018-1-San Juan
15.15,58.63874345549738,13171459.23,495.12,-6.070723933829115,2018-1-San Luis
33.55,26.50829562594268,13171459.23,495.12,-6.070723933829115,2018-1-Santa Cruz
62.28,19.838368289397735,13171459.23,495.12,-6.070723933829115,2018-1-Santa Fe
34.99,138.02721088435374,13171459.23,495.12,-6.070723933829115,2018-1-Santiago Del Estero
65.2,-5.3975623911781785,13171459.23,495.12,-6.070723933829115,2018-1-Tierra Del Fuego
41.18,8.65435356200528,13171459.23,495.12,-6.070723933829115,2018-1-Tucumán
62.78,11.569219832948274,14319467.46,538.27,-8.196749270888414,2018-2-Buenos Aires
106.53,-14.13025955182976,14319467.46,538.27,-8.196749270888414,2018-2-Capital Federal
32.86,26.48190916089299,14319467.46,538.27,-8.196749270888414,2018-2-Catamarca
31.25,7.5731497418244365,14319467.46,538.27,-8.196749270888414,2018-2-Chaco
54.9,54.43037974683544,14319467.46,538.27,-8.196749270888414,2018-2-Chubut
33.81,7.709461611978341,14319467.46,538.27,-8.196749270888414,2018-2-Corrientes
63.27,7.2918433101577085,14319467.46,538.27,-8.196749270888414,2018-2-Córdoba
49.2,8.393919365499002,14319467.46,538.27,-8.196749270888414,2018-2-Entre Ríos
29.43,47.37105658487732,14319467.46,538.27,-8.196749270888414,2018-2-Formosa
23.43,4.598214285714297,14319467.46,538.27,-8.196749270888414,2018-2-Jujuy
71.04,11.891636478185541,14319467.46,538.27,-8.196749270888414,2018-2-La Pampa
50.98,214.69135802469137,14319467.46,538.27,-8.196749270888414,2018-2-La Rioja
36.97,16.404282115869016,14319467.46,538.27,-8.196749270888414,2018-2-Mendoza
31.63,5.117979395147887,14319467.46,538.27,-8.196749270888414,2018-2-Misiones
60.24,-2.6974640607333122,14319467.46,538.27,-8.196749270888414,2018-2-Neuquén
50.15,8.974358974358964,14319467.46,538.27,-8.196749270888414,2018-2-Río Negro
39.94,21.991447770311524,14319467.46,538.27,-8.196749270888414,2018-2-Salta
32.95,22.218100890207726,14319467.46,538.27,-8.196749270888414,2018-2-San Juan
15.15,59.30599369085174,14319467.46,538.27,-8.196749270888414,2018-2-San Luis
33.33,26.971428571428557,14319467.46,538.27,-8.196749270888414,2018-2-Santa Cruz
62.57,19.705375932657354,14319467.46,538.27,-8.196749270888414,2018-2-Santa Fe
35.26,149.7167138810198,14319467.46,538.27,-8.196749270888414,2018-2-Santiago Del Estero
91.61,33.81536663745255,14319467.46,538.27,-8.196749270888414,2018-2-Tierra Del Fuego
41.51,8.693375229117573,14319467.46,538.27,-8.196749270888414,2018-2-Tucumán
64.44,15.83677871651985,15410980.69,579.3,-5.001639881928499,2018-3-Buenos Aires
108.45,-11.00443131462333,15410980.69,579.3,-5.001639881928499,2018-3-Capital Federal
32.92,1.323484148968923,15410980.69,579.3,-5.001639881928499,2018-3-Catamarca
32.28,7.671781187458304,15410980.69,579.3,-5.001639881928499,2018-3-Chaco
56.39,22.00346170488967,15410980.69,579.3,-5.001639881928499,2018-3-Chubut
34.25,6.465651227852032,15410980.69,579.3,-5.001639881928499,2018-3-Corrientes
64.24,3.0974161450810334,15410980.69,579.3,-5.001639881928499,2018-3-Córdoba
50.22,9.268929503916446,15410980.69,579.3,-5.001639881928499,2018-3-Entre Ríos
29.58,38.54800936768148,15410980.69,579.3,-5.001639881928499,2018-3-Formosa
23.26,2.693156732891855,15410980.69,579.3,-5.001639881928499,2018-3-Jujuy
71.75,3.7749493780734777,15410980.69,579.3,-5.001639881928499,2018-3-La Pampa
50.73,-1.4377307169224807,15410980.69,579.3,-5.001639881928499,2018-3-La Rioja
37.99,6.414565826330532,15410980.69,579.3,-5.001639881928499,2018-3-Mendoza
32.1,6.256206554121158,15410980.69,579.3,-5.001639881928499,2018-3-Misiones
60.49,-0.5589347361499186,15410980.69,579.3,-5.001639881928499,2018-3-Neuquén
50.54,4.163231657048638,15410980.69,579.3,-5.001639881928499,2018-3-Río Negro
39.43,-1.0291164658634666,15410980.69,579.3,-5.001639881928499,2018-3-Salta
33.05,2.1007105344454713,15410980.69,579.3,-5.001639881928499,2018-3-San Juan
52.35,238.1782945736434,15410980.69,579.3,-5.001639881928499,2018-3-San Luis
32.73,-1.682186842895772,15410980.69,579.3,-5.001639881928499,2018-3-Santa Cruz
63.41,4.104416351994744,15410980.69,579.3,-5.001639881928499,2018-3-Santa Fe
36.25,3.217539863325758,15410980.69,579.3,-5.001639881928499,2018-3-Santiago Del Estero
92.77,41.11651962275631,15410980.69,579.3,-5.001639881928499,2018-3-Tierra Del Fuego
41.68,4.987405541561696,15410980.69,579.3,-5.001639881928499,2018-3-Tucumán
64.6,12.13331018920325,16637686.59,625.41,-8.038760145865197,2018-4-Buenos Aires
108.27,-11.903986981285609,16637686.59,625.41,-8.038760145865197,2018-4-Capital Federal
32.23,12.613556953179582,16637686.59,625.41,-8.038760145865197,2018-4-Catamarca
32.59,5.777345017851365,16637686.59,625.41,-8.038760145865197,2018-4-Chaco
42.61,-17.19782355227362,16637686.59,625.41,-8.038760145865197,2018-4-Chubut
34.57,6.303813038130368,16637686.59,625.41,-8.038760145865197,2018-4-Corrientes
65.09,2.7790936365071905,16637686.59,625.41,-8.038760145865197,2018-4-Córdoba
54.37,13.531008561286285,16637686.59,625.41,-8.038760145865197,2018-4-Entre Ríos
29.74,39.821344616831226,16637686.59,625.41,-8.038760145865197,2018-4-Formosa
46.53,104.61741424802113,16637686.59,625.41,-8.038760145865197,2018-4-Jujuy
73.49,3.434201266713588,16637686.59,625.41,-8.038760145865197,2018-4-La Pampa
50.35,-2.365716501842152,16637686.59,625.41,-8.038760145865197,2018-4-La Rioja
37.76,13.291329132913287,16637686.59,625.41,-8.038760145865197,2018-4-Mendoza
34.45,10.629415542710351,16637686.59,625.41,-8.038760145865197,2018-4-Misiones
59.07,-3.5434356629653885,16637686.59,625.41,-8.038760145865197,2018-4-Neuquén
51.86,5.022276225192379,16637686.59,625.41,-8.038760145865197,2018-4-Río Negro
39.8,0.0,16637686.59,625.41,-8.038760145865197,2018-4-Salta
31.9,5.280528052805278,16637686.59,625.41,-8.038760145865197,2018-4-San Juan
67.55,537.865911237016,16637686.59,625.41,-8.038760145865197,2018-4-San Luis
23.69,-18.056035973711516,16637686.59,625.41,-8.038760145865197,2018-4-Santa Cruz
65.59,6.28747366715281,16637686.59,625.41,-8.038760145865197,2018-4-Santa Fe
37.4,28.389975969790605,16637686.59,625.41,-8.038760145865197,2018-4-Santiago Del Estero
93.59,56.26982801803307,16637686.59,625.41,-8.038760145865197,2018-4-Tierra Del Fuego
41.76,4.6616541353383445,16637686.59,625.41,-8.038760145865197,2018-4-Tucumán
66.24,5.764010857416557,20207413.77,433.25,-12.495960575214093,2019-1-Buenos Aires
109.2,2.7861445783132543,20207413.77,433.25,-12.495960575214093,2019-1-Capital Federal
32.19,-1.8298261665141813,20207413.77,433.25,-12.495960575214093,2019-1-Catamarca
32.64,5.8709049626986864,20207413.77,433.25,-12.495960575214093,2019-1-Chaco
43.0,-19.955323901712585,20207413.77,433.25,-12.495960575214093,2019-1-Chubut
35.13,7.562767911818757,20207413.77,433.25,-12.495960575214093,2019-1-Corrientes
65.52,3.148614609571787,20207413.77,433.25,-12.495960575214093,2019-1-Córdoba
56.79,16.659819227608864,20207413.77,433.25,-12.495960575214093,2019-1-Entre Ríos
29.68,38.691588785046726,20207413.77,433.25,-12.495960575214093,2019-1-Formosa
46.41,100.73529411764706,20207413.77,433.25,-12.495960575214093,2019-1-Jujuy
76.35,6.411149825783968,20207413.77,433.25,-12.495960575214093,2019-1-La Pampa
50.18,-2.449455676516321,20207413.77,433.25,-12.495960575214093,2019-1-La Rioja
37.66,1.5915834906932824,20207413.77,433.25,-12.495960575214093,2019-1-Mendoza
36.26,17.1188630490956,20207413.77,433.25,-12.495960575214093,2019-1-Misiones
58.88,-4.29128738621587,20207413.77,433.25,-12.495960575214093,2019-1-Neuquén
53.57,7.527097551184259,20207413.77,433.25,-12.495960575214093,2019-1-Río Negro
40.1,0.8044243338360957,20207413.77,433.25,-12.495960575214093,2019-1-Salta
31.83,-2.3919043238270543,20207413.77,433.25,-12.495960575214093,2019-1-San Juan
67.34,344.4884488448845,20207413.77,433.25,-12.495960575214093,2019-1-San Luis
23.67,-29.448584202682547,20207413.77,433.25,-12.495960575214093,2019-1-Santa Cruz
66.97,7.530507385998719,20207413.77,433.25,-12.495960575214093,2019-1-Santa Fe
37.52,7.230637324949996,20207413.77,433.25,-12.495960575214093,2019-1-Santiago Del Estero
93.38,43.220858895705504,20207413.77,433.25,-12.495960575214093,2019-1-Tierra Del Fuego
41.63,1.0927634774162254,20207413.77,433.25,-12.495960575214093,2019-1-Tucumán
67.85,8.07582032494425,20743117.69,444.73,-17.377895851524315,2019-2-Buenos Aires
110.55,3.7735849056603765,20743117.69,444.73,-17.377895851524315,2019-2-Capital Federal
32.13,-2.2215459525258607,20743117.69,444.73,-17.377895851524315,2019-2-Catamarca
34.14,9.248000000000012,20743117.69,444.73,-17.377895851524315,2019-2-Chaco
46.99,-14.408014571948991,20743117.69,444.73,-17.377895851524315,2019-2-Chubut
38.16,12.866015971606014,20743117.69,444.73,-17.377895851524315,2019-2-Corrientes
68.07,7.586533902323356,20743117.69,444.73,-17.377895851524315,2019-2-Córdoba
57.48,16.82926829268292,20743117.69,444.73,-17.377895851524315,2019-2-Entre Ríos
30.42,3.3639143730886945,20743117.69,444.73,-17.377895851524315,2019-2-Formosa
44.51,89.97012377294067,20743117.69,444.73,-17.377895851524315,2019-2-Jujuy
77.08,8.50225225225223,20743117.69,444.73,-17.377895851524315,2019-2-La Pampa
48.7,-4.472342094939186,20743117.69,444.73,-17.377895851524315,2019-2-La Rioja
40.75,10.22450635650527,20743117.69,444.73,-17.377895851524315,2019-2-Mendoza
39.15,23.774897249446724,20743117.69,444.73,-17.377895851524315,2019-2-Misiones
63.08,4.7144754316069015,20743117.69,444.73,-17.377895851524315,2019-2-Neuquén
61.09,21.814556331006997,20743117.69,444.73,-17.377895851524315,2019-2-Río Negro
41.89,4.882323485227857,20743117.69,444.73,-17.377895851524315,2019-2-Salta
35.6,8.042488619119869,20743117.69,444.73,-17.377895851524315,2019-2-San Juan
81.79,439.8679867986799,20743117.69,444.73,-17.377895851524315,2019-2-San Luis
28.85,-13.441344134413436,20743117.69,444.73,-17.377895851524315,2019-2-Santa Cruz
67.42,7.751318523253947,20743117.69,444.73,-17.377895851524315,2019-2-Santa Fe
52.79,49.71639251276234,20743117.69,444.73,-17.377895851524315,2019-2-Santiago Del Estero
94.8,3.4821526034275685,20743117.69,444.73,-17.377895851524315,2019-2-Tierra Del Fuego
40.14,-3.3004095398699085,20743117.69,444.73,-17.377895851524315,2019-2-Tucumán
69.36,7.635009310986973,21652748.44,464.23,-19.86362851717589,2019-3-Buenos Aires
112.65,3.8727524204702712,21652748.44,464.23,-19.86362851717589,2019-3-Capital Federal
30.88,-6.196840826245453,21652748.44,464.23,-19.86362851717589,2019-3-Catamarca
35.85,11.05947955390334,21652748.44,464.23,-19.86362851717589,2019-3-Chaco
47.57,-15.641071111899274,21652748.44,464.23,-19.86362851717589,2019-3-Chubut
38.49,12.379562043795623,21652748.44,464.23,-19.86362851717589,2019-3-Corrientes
68.59,6.771481942714841,21652748.44,464.23,-19.86362851717589,2019-3-Córdoba
57.9,15.292712066905612,21652748.44,464.23,-19.86362851717589,2019-3-Entre Ríos
30.11,1.7917511832319155,21652748.44,464.23,-19.86362851717589,2019-3-Formosa
44.32,90.54170249355116,21652748.44,464.23,-19.86362851717589,2019-3-Jujuy
77.45,7.94425087108015,21652748.44,464.23,-19.86362851717589,2019-3-La Pampa
47.94,-5.49970431697221,21652748.44,464.23,-19.86362851717589,2019-3-La Rioja
40.74,7.238747038694382,21652748.44,464.23,-19.86362851717589,2019-3-Mendoza
39.33,22.52336448598129,21652748.44,464.23,-19.86362851717589,2019-3-Misiones
64.14,6.034055215738143,21652748.44,464.23,-19.86362851717589,2019-3-Neuquén
63.42,25.48476454293629,21652748.44,464.23,-19.86362851717589,2019-3-Río Negro
44.48,12.807506974384975,21652748.44,464.23,-19.86362851717589,2019-3-Salta
37.06,12.133131618759464,21652748.44,464.23,-19.86362851717589,2019-3-San Juan
85.23,62.8080229226361,21652748.44,464.23,-19.86362851717589,2019-3-San Luis
35.63,8.860372746715562,21652748.44,464.23,-19.86362851717589,2019-3-Santa Cruz
68.87,8.610629238290501,21652748.44,464.23,-19.86362851717589,2019-3-Santa Fe
55.3,52.55172413793103,21652748.44,464.23,-19.86362851717589,2019-3-Santiago Del Estero
96.46,3.977578958715089,21652748.44,464.23,-19.86362851717589,2019-3-Tierra Del Fuego
39.49,-5.25431861804222,21652748.44,464.23,-19.86362851717589,2019-3-Tucumán
64.25,-0.5417956656346701,24169250.7,518.19,-17.14395356646039,2019-4-Buenos Aires
106.25,-1.8657061051076007,24169250.7,518.19,-17.14395356646039,2019-4-Capital Federal
36.44,13.062364256903503,24169250.7,518.19,-17.14395356646039,2019-4-Catamarca
36.84,13.040810064436936,24169250.7,518.19,-17.14395356646039,2019-4-Chaco
51.15,20.042243604787615,24169250.7,518.19,-17.14395356646039,2019-4-Chubut
38.77,12.149262366213499,24169250.7,518.19,-17.14395356646039,2019-4-Corrientes
70.48,8.280841911199888,24169250.7,518.19,-17.14395356646039,2019-4-Córdoba
57.99,6.658083501931222,24169250.7,518.19,-17.14395356646039,2019-4-Entre Ríos
30.47,2.454606590450581,24169250.7,518.19,-17.14395356646039,2019-4-Formosa
45.38,-2.4715237481194863,24169250.7,518.19,-17.14395356646039,2019-4-Jujuy
76.92,4.667301673697111,24169250.7,518.19,-17.14395356646039,2019-4-La Pampa
47.14,-6.37537239324727,24169250.7,518.19,-17.14395356646039,2019-4-La Rioja
33.65,-10.884533898305083,24169250.7,518.19,-17.14395356646039,2019-4-Mendoza
39.79,15.500725689404927,24169250.7,518.19,-17.14395356646039,2019-4-Misiones
59.36,0.49094294904350466,24169250.7,518.19,-17.14395356646039,2019-4-Neuquén
55.71,7.423833397608948,24169250.7,518.19,-17.14395356646039,2019-4-Río Negro
50.35,26.507537688442227,24169250.7,518.19,-17.14395356646039,2019-4-Salta
32.85,2.9780564263322873,24169250.7,518.19,-17.14395356646039,2019-4-San Juan
74.92,10.910436713545524,24169250.7,518.19,-17.14395356646039,2019-4-San Luis
36.71,54.959898691430986,24169250.7,518.19,-17.14395356646039,2019-4-Santa Cruz
69.48,5.930782131422463,24169250.7,518.19,-17.14395356646039,2019-4-Santa Fe
42.92,14.759358288770063,24169250.7,518.19,-17.14395356646039,2019-4-Santiago Del Estero
79.7,-14.841329201837805,24169250.7,518.19,-17.14395356646039,2019-4-Tierra Del Fuego
47.65,14.104406130268199,24169250.7,518.19,-17.14395356646039,2019-4-Tucumán
64.33,-2.883454106280192,29946216.45,432.72,-0.12233121754182674,2020-1-Buenos Aires
105.98,-2.9487179487179493,29946216.45,432.72,-0.12233121754182674,2020-1-Capital Federal
37.62,16.868592730661703,29946216.45,432.72,-0.12233121754182674,2020-1-Catamarca
37.48,14.828431372549012,29946216.45,432.72,-0.12233121754182674,2020-1-Chaco
51.27,19.232558139534884,29946216.45,432.72,-0.12233121754182674,2020-1-Chubut
38.73,10.247651579846263,29946216.45,432.72,-0.12233121754182674,2020-1-Corrientes
70.69,7.890720390720385,29946216.45,432.72,-0.12233121754182674,2020-1-Córdoba
56.12,-1.1797851734460352,29946216.45,432.72,-0.12233121754182674,2020-1-Entre Ríos
30.23,1.8530997304582186,29946216.45,432.72,-0.12233121754182674,2020-1-Formosa
46.67,0.5602240896358746,29946216.45,432.72,-0.12233121754182674,2020-1-Jujuy
75.77,-0.7596594629993403,29946216.45,432.72,-0.12233121754182674,2020-1-La Pampa
46.35,-7.632522917497009,29946216.45,432.72,-0.12233121754182674,2020-1-La Rioja
33.14,-12.002124269782255,29946216.45,432.72,-0.12233121754182674,2020-1-Mendoza
39.02,7.611693325979063,29946216.45,432.72,-0.12233121754182674,2020-1-Misiones
61.85,5.044157608695654,29946216.45,432.72,-0.12233121754182674,2020-1-Neuquén
55.12,2.893410490946424,29946216.45,432.72,-0.12233121754182674,2020-1-Río Negro
49.6,23.690773067331673,29946216.45,432.72,-0.12233121754182674,2020-1-Salta
32.39,1.759346528432304,29946216.45,432.72,-0.12233121754182674,2020-1-San Juan
76.31,13.320463320463327,29946216.45,432.72,-0.12233121754182674,2020-1-San Luis
35.97,51.96451204055765,29946216.45,432.72,-0.12233121754182674,2020-1-Santa Cruz
69.52,3.807675078393302,29946216.45,432.72,-0.12233121754182674,2020-1-Santa Fe
42.47,13.192963752665232,29946216.45,432.72,-0.12233121754182674,2020-1-Santiago Del Estero
76.07,-18.537159991432862,29946216.45,432.72,-0.12233121754182674,2020-1-Tierra Del Fuego
47.85,14.941148210425181,29946216.45,432.72,-0.12233121754182674,2020-1-Tucumán
65.22,-3.8761974944730992,32102475.99,463.88,4.305983405661862,2020-2-Buenos Aires
106.41,-3.7449118046132934,32102475.99,463.88,4.305983405661862,2020-2-Capital Federal
45.43,41.39433551198255,32102475.99,463.88,4.305983405661862,2020-2-Catamarca
39.83,16.66666666666665,32102475.99,463.88,4.305983405661862,2020-2-Chaco
57.34,22.02596297084487,32102475.99,463.88,4.305983405661862,2020-2-Chubut
40.3,5.607966457023061,32102475.99,463.88,4.305983405661862,2020-2-Corrientes
72.71,6.816512413691789,32102475.99,463.88,4.305983405661862,2020-2-Córdoba
56.54,-1.6353514265831537,32102475.99,463.88,4.305983405661862,2020-2-Entre Ríos
31.14,2.3668639053254337,32102475.99,463.88,4.305983405661862,2020-2-Formosa
47.89,7.5937991462592835,32102475.99,463.88,4.305983405661862,2020-2-Jujuy
76.1,-1.2714063310845902,32102475.99,463.88,4.305983405661862,2020-2-La Pampa
49.84,2.340862422997958,32102475.99,463.88,4.305983405661862,2020-2-La Rioja
36.25,-11.042944785276077,32102475.99,463.88,4.305983405661862,2020-2-Mendoza
40.89,4.444444444444451,32102475.99,463.88,4.305983405661862,2020-2-Misiones
63.9,1.2999365884591052,32102475.99,463.88,4.305983405661862,2020-2-Neuquén
56.37,-7.72630545097398,32102475.99,463.88,4.305983405661862,2020-2-Río Negro
51.58,23.132012413463833,32102475.99,463.88,4.305983405661862,2020-2-Salta
35.09,-1.4325842696629176,32102475.99,463.88,4.305983405661862,2020-2-San Juan
78.41,-4.132534539674793,32102475.99,463.88,4.305983405661862,2020-2-San Luis
35.79,24.055459272097046,32102475.99,463.88,4.305983405661862,2020-2-Santa Cruz
70.0,3.826757638682876,32102475.99,463.88,4.305983405661862,2020-2-Santa Fe
43.47,-17.654858874786893,32102475.99,463.88,4.305983405661862,2020-2-Santiago Del Estero
76.37,-19.44092827004219,32102475.99,463.88,4.305983405661862,2020-2-Tierra Del Fuego
51.78,28.998505231689098,32102475.99,463.88,4.305983405661862,2020-2-Tucumán
67.66,-2.450980392156865,31997444.53,462.36,-0.4028175688775004,2020-3-Buenos Aires
107.68,-4.411895250776743,31997444.53,462.36,-0.4028175688775004,2020-3-Capital Federal
47.16,52.720207253885995,31997444.53,462.36,-0.4028175688775004,2020-3-Catamarca
41.54,15.871687587168747,31997444.53,462.36,-0.4028175688775004,2020-3-Chaco
68.34,43.66197183098593,31997444.53,462.36,-0.4028175688775004,2020-3-Chubut
41.75,8.469732398025464,31997444.53,462.36,-0.4028175688775004,2020-3-Corrientes
75.22,9.66613208922582,31997444.53,462.36,-0.4028175688775004,2020-3-Córdoba
58.19,0.5008635578583664,31997444.53,462.36,-0.4028175688775004,2020-3-Entre Ríos
31.91,5.978080371969452,31997444.53,462.36,-0.4028175688775004,2020-3-Formosa
54.04,21.931407942238266,31997444.53,462.36,-0.4028175688775004,2020-3-Jujuy
79.26,2.336991607488703,31997444.53,462.36,-0.4028175688775004,2020-3-La Pampa
50.12,4.547350855235721,31997444.53,462.36,-0.4028175688775004,2020-3-La Rioja
37.35,-8.321060382916057,31997444.53,462.36,-0.4028175688775004,2020-3-Mendoza
41.6,5.771675565725909,31997444.53,462.36,-0.4028175688775004,2020-3-Misiones
65.24,1.714998440910498,31997444.53,462.36,-0.4028175688775004,2020-3-Neuquén
57.05,-10.044150110375282,31997444.53,462.36,-0.4028175688775004,2020-3-Río Negro
52.32,17.625899280575542,31997444.53,462.36,-0.4028175688775004,2020-3-Salta
38.79,4.668105774419851,31997444.53,462.36,-0.4028175688775004,2020-3-San Juan
79.96,-6.183268802065012,31997444.53,462.36,-0.4028175688775004,2020-3-San Luis
35.95,0.8981195621667215,31997444.53,462.36,-0.4028175688775004,2020-3-Santa Cruz
72.12,4.719035864672572,31997444.53,462.36,-0.4028175688775004,2020-3-Santa Fe
43.38,-21.555153707052433,31997444.53,462.36,-0.4028175688775004,2020-3-Santiago Del Estero
76.81,-20.37113829566659,31997444.53,462.36,-0.4028175688775004,2020-3-Tierra Del Fuego
53.23,34.79361863762978,31997444.53,462.36,-0.4028175688775004,2020-3-Tucumán
68.98,7.361867704280156,33539702.72,484.65,-6.472529381115044,2020-4-Buenos Aires
108.31,1.9388235294117706,33539702.72,484.65,-6.472529381115044,2020-4-Capital Federal
49.41,35.5927552140505,33539702.72,484.65,-6.472529381115044,2020-4-Catamarca
43.03,16.802388707926163,33539702.72,484.65,-6.472529381115044,2020-4-Chaco
68.35,33.626588465298134,33539702.72,484.65,-6.472529381115044,2020-4-Chubut
42.43,9.440288883157066,33539702.72,484.65,-6.472529381115044,2020-4-Corrientes
78.08,10.78320090805902,33539702.72,484.65,-6.472529381115044,2020-4-Córdoba
59.47,2.55216416623556,33539702.72,484.65,-6.472529381115044,2020-4-Entre Ríos
32.49,6.629471611421089,33539702.72,484.65,-6.472529381115044,2020-4-Formosa
53.46,17.80520052886734,33539702.72,484.65,-6.472529381115044,2020-4-Jujuy
81.77,6.305252210088397,33539702.72,484.65,-6.472529381115044,2020-4-La Pampa
50.11,6.30038184132371,33539702.72,484.65,-6.472529381115044,2020-4-La Rioja
38.63,14.799405646359599,33539702.72,484.65,-6.472529381115044,2020-4-Mendoza
42.64,7.162603669263645,33539702.72,484.65,-6.472529381115044,2020-4-Misiones
67.0,12.870619946091644,33539702.72,484.65,-6.472529381115044,2020-4-Neuquén
61.09,9.657153114342144,33539702.72,484.65,-6.472529381115044,2020-4-Río Negro
54.04,7.328699106256198,33539702.72,484.65,-6.472529381115044,2020-4-Salta
36.32,10.563165905631644,33539702.72,484.65,-6.472529381115044,2020-4-San Juan
81.68,9.022957821676458,33539702.72,484.65,-6.472529381115044,2020-4-San Luis
37.0,0.7899754835194672,33539702.72,484.65,-6.472529381115044,2020-4-Santa Cruz
73.58,5.900978698906156,33539702.72,484.65,-6.472529381115044,2020-4-Santa Fe
43.75,1.9338303821062386,33539702.72,484.65,-6.472529381115044,2020-4-Santiago Del Estero
76.27,-4.3036386449184505,33539702.72,484.65,-6.472529381115044,2020-4-Tierra Del Fuego
54.78,14.963273871983219,33539702.72,484.65,-6.472529381115044,2020-4-Tucumán
69.11,7.430436810197416,36676371.36,386.57,-10.665095211684239,2021-1-Buenos Aires
108.42,2.3023211926778586,36676371.36,386.57,-10.665095211684239,2021-1-Capital Federal
48.9,29.984051036682622,36676371.36,386.57,-10.665095211684239,2021-1-Catamarca
43.14,15.101387406616883,36676371.36,386.57,-10.665095211684239,2021-1-Chaco
68.99,34.56212209869318,36676371.36,386.57,-10.665095211684239,2021-1-Chubut
42.66,10.147172734314491,36676371.36,386.57,-10.665095211684239,2021-1-Corrientes
78.59,11.175555241193958,36676371.36,386.57,-10.665095211684239,2021-1-Córdoba
60.44,7.697790449037778,36676371.36,386.57,-10.665095211684239,2021-1-Entre Ríos
32.73,8.269930532583514,36676371.36,386.57,-10.665095211684239,2021-1-Formosa
55.63,19.198628669380756,36676371.36,386.57,-10.665095211684239,2021-1-Jujuy
81.78,7.9318991685363605,36676371.36,386.57,-10.665095211684239,2021-1-La Pampa
49.81,7.4649406688241715,36676371.36,386.57,-10.665095211684239,2021-1-La Rioja
39.15,18.135184067592025,36676371.36,386.57,-10.665095211684239,2021-1-Mendoza
43.17,10.635571501793951,36676371.36,386.57,-10.665095211684239,2021-1-Misiones
66.84,8.067906224737275,36676371.36,386.57,-10.665095211684239,2021-1-Neuquén
60.88,10.449927431059525,36676371.36,386.57,-10.665095211684239,2021-1-Río Negro
53.93,8.729838709677406,36676371.36,386.57,-10.665095211684239,2021-1-Salta
39.06,20.592775548008646,36676371.36,386.57,-10.665095211684239,2021-1-San Juan
81.24,6.460490106145977,36676371.36,386.57,-10.665095211684239,2021-1-San Luis
41.65,15.790936891854312,36676371.36,386.57,-10.665095211684239,2021-1-Santa Cruz
73.92,6.329113924050644,36676371.36,386.57,-10.665095211684239,2021-1-Santa Fe
45.67,7.534730397927958,36676371.36,386.57,-10.665095211684239,2021-1-Santiago Del Estero
77.35,1.682660707243322,36676371.36,386.57,-10.665095211684239,2021-1-Tierra Del Fuego
54.82,14.566353187042846,36676371.36,386.57,-10.665095211684239,2021-1-Tucumán
70.0,7.329040171726464,38239666.63,403.05,-13.113305165128908,2021-2-Buenos Aires
110.14,3.505309651348565,38239666.63,403.05,-13.113305165128908,2021-2-Capital Federal
52.34,15.210213515298276,38239666.63,403.05,-13.113305165128908,2021-2-Catamarca
43.33,8.787346221441128,38239666.63,403.05,-13.113305165128908,2021-2-Chaco
72.29,26.07254970352284,38239666.63,403.05,-13.113305165128908,2021-2-Chubut
43.54,8.039702233250633,38239666.63,403.05,-13.113305165128908,2021-2-Corrientes
80.12,10.191170402970728,38239666.63,403.05,-13.113305165128908,2021-2-Córdoba
